date,value,variation
2016-01-10,11.86,3.76
2016-01-03,11.43,-1.47
2015-12-27,11.60,-6.53
2015-12-20,12.41,0.98
2015-12-13,12.29,-4.51
2015-12-06,12.87,-2.65
2015-11-29,13.22,-0.68
2015-11-22,13.31,-2.49
2015-11-15,13.65,1.04
2015-11-08,13.51,1.96
2015-11-01,13.25,5.08
2015-10-25,12.61,-5.40
2015-10-18,13.33,0.53
2015-10-11,13.26,-2.64
2015-10-04,13.62,4.13
2015-09-27,13.08,5.57
2015-09-20,12.39,-1.74
2015-09-13,12.61,0.56
2015-09-06,12.54,4.67
2015-08-30,11.98,-7.35
2015-08-23,12.93,-0.08
2015-08-16,12.94,-2.27
2015-08-09,13.24,1.85
2015-08-02,13.00,-7.08
2015-07-26,13.99,4.33
2015-07-19,13.41,-5.10
2015-07-12,14.13,-1.60
2015-07-05,14.36,0.00
2015-06-28,14.36,0.07
2015-06-21,14.35,1.34
2015-06-14,14.16,1.43
2015-06-07,13.96,-2.51
2015-05-31,14.32,-3.18
2015-05-24,14.79,-3.52
2015-05-17,15.33,-3.71
2015-05-10,15.92,-1.06
2015-05-03,16.09,2.29
2015-04-26,15.73,-5.30
2015-04-19,16.61,0.79
2015-04-12,16.48,-4.24
2015-04-05,17.21,2.26
2015-03-29,16.83,5.32
2015-03-22,15.98,-3.50
2015-03-15,16.56,10.84
2015-03-08,14.94,-2.73
2015-03-01,15.36,-4.95
2015-02-22,16.16,4.60
2015-02-15,15.45,-0.45
2015-02-08,15.52,7.11
2015-02-01,14.49,1.47
2015-01-25,14.28,-8.40
2015-01-18,15.59,3.59
2015-01-11,15.05,6.29
2015-01-04,14.16,8.01
2014-12-28,13.11,-7.02
2014-12-21,14.10,1.08
2014-12-14,13.95,2.20
2014-12-07,13.65,-3.81
2014-11-30,14.19,-6.34
2014-11-23,15.15,1.95
2014-11-16,14.86,6.52
2014-11-09,13.95,-0.64
2014-11-02,14.04,-6.65
2014-10-26,15.04,5.69
2014-10-19,14.23,-1.04
2014-10-12,14.38,-0.76
2014-10-05,14.49,-1.16
2014-09-28,14.66,-3.93
2014-09-21,15.26,-1.99
2014-09-14,15.57,3.46
2014-09-07,15.05,-7.84
2014-08-31,16.33,-3.60
2014-08-24,16.94,1.26
2014-08-17,16.73,3.53
2014-08-10,16.16,1.96
2014-08-03,15.85,-0.13
2014-07-27,15.87,-2.76
2014-07-20,16.32,0.93
2014-07-13,16.17,7.02
2014-07-06,15.11,1.96
2014-06-29,14.82,-1.59
2014-06-22,15.06,-0.79
2014-06-15,15.18,1.54
2014-06-08,14.95,7.17
2014-06-01,13.95,-0.36
2014-05-25,14.00,-0.50
2014-05-18,14.07,0.21
2014-05-11,14.04,-2.70
2014-05-04,14.43,0.07
2014-04-27,14.42,0.07
2014-04-20,14.41,-0.89
2014-04-13,14.54,0.69
2014-04-06,14.44,1.26
2014-03-30,14.26,1.42
2014-03-23,14.06,4.69
2014-03-16,13.43,1.90
2014-03-09,13.18,-1.64
2014-03-02,13.40,-0.22
2014-02-23,13.43,2.28
2014-02-16,13.13,2.42
2014-02-09,12.82,-1.54
2014-02-02,13.02,2.52
2014-01-26,12.70,-4.58
2014-01-19,13.31,-2.13
2014-01-12,13.60,-0.66
2014-01-05,13.69,-3.73
2013-12-29,14.22,-1.73
2013-12-22,14.47,-0.55
2013-12-15,14.55,3.26
2013-12-08,14.09,-1.12
2013-12-01,14.25,-4.43
2013-11-24,14.91,0.68
2013-11-17,14.81,-3.83
2013-11-10,15.40,6.13
2013-11-03,14.51,-3.33
2013-10-27,15.01,-3.53
2013-10-20,15.56,-3.29
2013-10-13,16.09,2.81
2013-10-06,15.65,-0.57
2013-09-29,15.74,2.74
2013-09-22,15.32,1.79
2013-09-15,15.05,3.65
2013-09-08,14.52,2.47
2013-09-01,14.17,2.38
2013-08-25,13.84,0.65
2013-08-18,13.75,-3.78
2013-08-11,14.29,-1.99
2013-08-04,14.58,-1.88
2013-07-28,14.86,-3.07
2013-07-21,15.33,1.66
2013-07-14,15.08,0.73
2013-07-07,14.97,2.60
2013-06-30,14.59,-2.41
2013-06-23,14.95,3.25
2013-06-16,14.48,-1.50
2013-06-09,14.70,-5.22
2013-06-02,15.51,-3.60
2013-05-26,16.09,-4.00
2013-05-19,16.76,-2.22
2013-05-12,17.14,2.02
2013-05-05,16.80,2.94
2013-04-28,16.32,0.49
2013-04-21,16.24,-0.37
2013-04-14,16.30,3.43
2013-04-07,15.76,-1.07
2013-03-31,15.93,-4.38
2013-03-24,16.66,0.85
2013-03-17,16.52,-1.20
2013-03-10,16.72,-1.18
2013-03-03,16.92,2.11
2013-02-24,16.57,4.08
2013-02-17,15.92,1.86
2013-02-10,15.63,-3.99
2013-02-03,16.28,-1.15
2013-01-27,16.47,0.80
2013-01-20,16.34,-1.57
2013-01-13,16.60,-1.66
2013-01-06,16.88,-1.40
2012-12-30,17.12,-0.47
2012-12-23,17.20,1.59
2012-12-16,16.93,-1.68
2012-12-09,17.22,-0.29
2012-12-02,17.27,3.66
2012-11-25,16.66,1.22
2012-11-18,16.46,0.43
2012-11-11,16.39,-1.62
2012-11-04,16.66,-1.24
2012-10-28,16.87,2.12
2012-10-21,16.52,-4.45
2012-10-14,17.29,-0.46
2012-10-07,17.37,1.94
2012-09-30,17.04,1.07
2012-09-23,16.86,1.02
2012-09-16,16.69,5.23
2012-09-09,15.86,4.96
2012-09-02,15.11,3.07
2012-08-26,14.66,-0.74
2012-08-19,14.77,2.14
2012-08-12,14.46,-1.90
2012-08-05,14.74,-0.41
2012-07-29,14.80,0.54
2012-07-22,14.72,0.07
2012-07-15,14.71,5.83
2012-07-08,13.90,-2.73
2012-07-01,14.29,2.95
2012-06-24,13.88,1.61
2012-06-17,13.66,2.17
2012-06-10,13.37,4.45
2012-06-03,12.80,-3.32
2012-05-27,13.24,4.01
2012-05-20,12.73,3.58
2012-05-13,12.29,-6.47
2012-05-06,13.14,-0.15
2012-04-29,13.16,4.20
2012-04-22,12.63,4.38
2012-04-15,12.10,5.40
2012-04-08,11.48,-3.85
2012-04-01,11.94,-0.25
2012-03-25,11.97,0.34
2012-03-18,11.93,-2.05
2012-03-11,12.18,-0.33
2012-03-04,12.22,8.82
2012-02-26,11.23,5.25
2012-02-19,10.67,-3.61
2012-02-12,11.07,-1.42
2012-02-05,11.23,-3.85
2012-01-29,11.68,6.18
2012-01-22,11.00,4.76
2012-01-15,10.50,5.11
2012-01-08,9.99,-1.96
2012-01-01,10.19,-5.12
2011-12-25,10.74,5.29
2011-12-18,10.20,-0.49
2011-12-11,10.25,-6.39
2011-12-04,10.95,5.19
2011-11-27,10.41,6.55
2011-11-20,9.77,-1.21
2011-11-13,9.89,0.30
2011-11-06,9.86,2.82
2011-10-30,9.59,-0.52
2011-10-23,9.64,0.73
2011-10-16,9.57,-3.82
2011-10-09,9.95,3.54
2011-10-02,9.61,-0.21
2011-09-25,9.63,6.41
2011-09-18,9.05,-5.04
2011-09-11,9.53,-1.24
2011-09-04,9.65,1.47
2011-08-28,9.51,9.69
2011-08-21,8.67,2.24
2011-08-14,8.48,-0.59
2011-08-07,8.53,2.65
2011-07-31,8.31,-10.16
2011-07-24,9.25,2.10
2011-07-17,9.06,-1.41
2011-07-10,9.19,-0.43
2011-07-03,9.23,-3.15
2011-06-26,9.53,-2.85
2011-06-19,9.81,-1.80
2011-06-12,9.99,0.20
2011-06-05,9.97,-1.38
2011-05-29,10.11,1.20
2011-05-22,9.99,3.31
2011-05-15,9.67,1.47
2011-05-08,9.53,0.74
2011-05-01,9.46,6.41
2011-04-24,8.89,-4.72
2011-04-17,9.33,0.54
2011-04-10,9.28,0.54
2011-04-03,9.23,1.88
2011-03-27,9.06,2.37
2011-03-20,8.85,-5.75
2011-03-13,9.39,1.19
2011-03-06,9.28,-0.22
2011-02-27,9.30,7.14
2011-02-20,8.68,-3.02
2011-02-13,8.95,8.09
2011-02-06,8.28,0.36
2011-01-30,8.25,-3.28
2011-01-23,8.53,-5.01
2011-01-16,8.98,0.90
2011-01-09,8.90,-1.00
2011-01-02,8.99,-10.19
2010-12-26,10.01,3.30
2010-12-19,9.69,5.10
2010-12-12,9.22,-2.95
2010-12-05,9.50,-7.32
2010-11-28,10.25,0.10
2010-11-21,10.24,-2.66
2010-11-14,10.52,1.94
2010-11-07,10.32,-6.35
2010-10-31,11.02,4.16
2010-10-24,10.58,5.91
2010-10-17,9.99,-7.59
2010-10-10,10.81,5.46
2010-10-03,10.25,4.91
2010-09-26,9.77,4.05
2010-09-19,9.39,-0.53
2010-09-12,9.44,-0.63
2010-09-05,9.50,6.26
2010-08-29,8.94,0.56
2010-08-22,8.89,0.23
2010-08-15,8.87,1.60
2010-08-08,8.73,1.04
2010-08-01,8.64,-3.14
2010-07-25,8.92,-1.98
2010-07-18,9.10,6.81
2010-07-11,8.52,-4.16
2010-07-04,8.89,-1.33
2010-06-27,9.01,-5.06
2010-06-20,9.49,5.56
2010-06-13,8.99,2.86
2010-06-06,8.74,3.92
2010-05-30,8.41,-6.66
2010-05-23,9.01,9.48
2010-05-16,8.23,-1.20
2010-05-09,8.33,2.71
2010-05-02,8.11,1.12
2010-04-25,8.02,-1.23
2010-04-18,8.12,0.50
2010-04-11,8.08,7.59
2010-04-04,7.51,-5.18
2010-03-28,7.92,1.80
2010-03-21,7.78,-1.39
2010-03-14,7.89,-2.59
2010-03-07,8.10,3.85
2010-02-28,7.80,-6.92
2010-02-21,8.38,4.88
2010-02-14,7.99,0.00
2010-02-07,7.99,1.01
2010-01-31,7.91,-1.74
2010-01-24,8.05,0.00
2010-01-17,8.05,-5.63
2010-01-10,8.53,-1.73
2010-01-03,8.68,-0.23
