date,value,variation
2017-05-07,22.02,0.03
2017-04-30,22.01,1.24
2017-04-23,21.74,-1.28
2017-04-16,22.02,1.29
2017-04-09,21.74,-2.86
2017-04-02,22.38,-1.05
2017-03-26,22.62,-2.29
2017-03-19,23.15,-2.03
2017-03-12,23.63,3.10
2017-03-05,22.92,-2.45
2017-02-26,23.49,-0.65
2017-02-19,23.65,-0.99
2017-02-12,23.88,0.54
2017-02-05,23.76,1.92
2017-01-29,23.31,0.97
2017-01-22,23.08,0.70
2017-01-15,22.92,1.33
2017-01-08,22.62,0.97
2017-01-01,22.41,0.11
2016-12-25,22.38,2.52
2016-12-18,21.83,0.23
2016-12-11,21.78,-0.12
2016-12-04,21.81,-0.64
2016-11-27,21.95,-3.13
2016-11-20,22.66,-1.47
2016-11-13,22.99,2.30
2016-11-06,22.48,-6.43
2016-10-30,24.02,-5.56
2016-10-23,25.43,-0.39
2016-10-16,25.53,3.07
2016-10-09,24.77,0.92
2016-10-02,24.55,1.53
2016-09-25,24.18,-2.90
2016-09-18,24.90,2.16
2016-09-11,24.37,-0.21
2016-09-04,24.42,-4.09
2016-08-28,25.47,4.13
2016-08-21,24.45,-3.54
2016-08-14,25.35,-2.54
2016-08-07,26.01,-1.42
2016-07-31,26.39,1.90
2016-07-24,25.90,0.74
2016-07-17,25.71,3.97
2016-07-10,24.72,2.47
2016-07-03,24.13,3.04
2016-06-26,23.42,4.89
2016-06-19,22.33,0.30
2016-06-12,22.26,0.67
2016-06-05,22.11,-1.07
2016-05-29,22.35,2.04
2016-05-22,21.90,-1.95
2016-05-15,22.34,0.58
2016-05-08,22.21,-2.50
2016-05-01,22.78,-1.83
2016-04-24,23.20,1.06
2016-04-17,22.96,0.37
2016-04-10,22.88,4.04
2016-04-03,21.99,-2.85
2016-03-27,22.63,0.30
2016-03-20,22.57,-0.62
2016-03-13,22.71,0.65
2016-03-06,22.56,1.20
2016-02-28,22.29,5.38
2016-02-21,21.15,0.78
2016-02-14,20.99,2.46
2016-02-07,20.49,-0.41
2016-01-31,20.57,-0.06
2016-01-24,20.58,9.87
2016-01-17,18.73,3.53
2016-01-10,18.09,-5.10
2016-01-03,19.07,-6.39
2015-12-27,20.37,-0.18
2015-12-20,20.41,0.27
2015-12-13,20.35,-4.40
2015-12-06,21.29,2.94
2015-11-29,20.68,-0.15
2015-11-22,20.71,-5.72
2015-11-15,21.97,3.95
2015-11-08,21.13,-0.09
2015-11-01,21.15,4.04
2015-10-25,20.33,0.80
2015-10-18,20.17,-7.11
2015-10-11,21.71,2.36
2015-10-04,21.21,-1.62
2015-09-27,21.56,2.37
2015-09-20,21.06,-3.04
2015-09-13,21.72,1.92
2015-09-06,21.31,3.30
2015-08-30,20.63,-4.84
2015-08-23,21.68,0.46
2015-08-16,21.58,-2.44
2015-08-09,22.12,0.00
2015-08-02,22.12,-3.99
2015-07-26,23.04,3.60
2015-07-19,22.24,-4.14
2015-07-12,23.20,1.05
2015-07-05,22.96,4.36
2015-06-28,22.00,1.06
2015-06-21,21.77,0.05
2015-06-14,21.76,0.69
2015-06-07,21.61,-1.46
2015-05-31,21.93,1.91
2015-05-24,21.52,-3.76
2015-05-17,22.36,-3.33
2015-05-10,23.13,-0.43
2015-05-03,23.23,3.11
2015-04-26,22.53,-1.66
2015-04-19,22.91,2.23
2015-04-12,22.41,-0.84
2015-04-05,22.60,-1.09
2015-03-29,22.85,5.84
2015-03-22,21.59,-3.66
2015-03-15,22.41,7.48
2015-03-08,20.85,1.41
2015-03-01,20.56,-2.47
2015-02-22,21.08,5.72
2015-02-15,19.94,-0.70
2015-02-08,20.08,5.08
2015-02-01,19.11,-2.75
2015-01-25,19.65,-1.95
2015-01-18,20.04,-5.43
2015-01-11,21.19,5.42
2015-01-04,20.10,-2.33
2014-12-28,20.58,-5.20
2014-12-21,21.71,2.99
2014-12-14,21.08,1.25
2014-12-07,20.82,-3.25
2014-11-30,21.52,-1.65
2014-11-23,21.88,1.86
2014-11-16,21.48,4.78
2014-11-09,20.50,-1.68
2014-11-02,20.85,0.58
2014-10-26,20.73,2.98
2014-10-19,20.13,-4.42
2014-10-12,21.06,1.40
2014-10-05,20.77,-1.00
2014-09-28,20.98,-3.27
2014-09-21,21.69,-0.96
2014-09-14,21.90,1.48
2014-09-07,21.58,-2.49
2014-08-31,22.13,-2.04
2014-08-24,22.59,-0.48
2014-08-17,22.70,5.53
2014-08-10,21.51,5.08
2014-08-03,20.47,0.54
2014-07-27,20.36,-4.90
2014-07-20,21.41,1.95
2014-07-13,21.00,3.86
2014-07-06,20.22,-1.08
2014-06-29,20.44,1.39
2014-06-22,20.16,-2.37
2014-06-15,20.65,0.73
2014-06-08,20.50,-0.19
2014-06-01,20.54,2.75
2014-05-25,19.99,-1.62
2014-05-18,20.32,0.59
2014-05-11,20.20,0.80
2014-05-04,20.04,-0.50
2014-04-27,20.14,4.90
2014-04-20,19.20,-5.88
2014-04-13,20.40,1.95
2014-04-06,20.01,-2.58
2014-03-30,20.54,-3.07
2014-03-23,21.19,5.58
2014-03-16,20.07,5.80
2014-03-09,18.97,-1.51
2014-03-02,19.26,-3.65
2014-02-23,19.99,-1.62
2014-02-16,20.32,-0.73
2014-02-09,20.47,-2.01
2014-02-02,20.89,0.58
2014-01-26,20.77,2.42
2014-01-19,20.28,-2.22
2014-01-12,20.74,-3.53
2014-01-05,21.50,-2.18
2013-12-29,21.98,1.57
2013-12-22,21.64,-0.73
2013-12-15,21.80,-0.27
2013-12-08,21.86,-2.41
2013-12-01,22.40,-2.69
2013-11-24,23.02,0.74
2013-11-17,22.85,-0.44
2013-11-10,22.95,2.23
2013-11-03,22.45,-2.05
2013-10-27,22.92,2.92
2013-10-20,22.27,-0.85
2013-10-13,22.46,0.99
2013-10-06,22.24,2.21
2013-09-29,21.76,-1.36
2013-09-22,22.06,1.52
2013-09-15,21.73,0.18
2013-09-08,21.69,-0.18
2013-09-01,21.73,6.57
2013-08-25,20.39,0.25
2013-08-18,20.34,-0.68
2013-08-11,20.48,-2.52
2013-08-04,21.01,0.57
2013-07-28,20.89,1.06
2013-07-21,20.67,-0.39
2013-07-14,20.75,2.98
2013-07-07,20.15,-0.15
2013-06-30,20.18,0.95
2013-06-23,19.99,8.35
2013-06-16,18.45,-7.24
2013-06-09,19.89,-4.14
2013-06-02,20.75,-2.58
2013-05-26,21.30,-1.48
2013-05-19,21.62,3.30
2013-05-12,20.93,0.67
2013-05-05,20.79,2.06
2013-04-28,20.37,2.11
2013-04-21,19.95,-1.63
2013-04-14,20.28,-1.89
2013-04-07,20.67,3.66
2013-03-31,19.94,-0.45
2013-03-24,20.03,4.27
2013-03-17,19.21,-5.28
2013-03-10,20.28,1.45
2013-03-03,19.99,3.79
2013-02-24,19.26,-1.73
2013-02-17,19.60,0.00
2013-02-10,19.60,2.19
2013-02-03,19.18,-2.74
2013-01-27,19.72,-2.57
2013-01-20,20.24,1.76
2013-01-13,19.89,1.58
2013-01-06,19.58,5.95
2012-12-30,18.48,-1.33
2012-12-23,18.73,1.13
2012-12-16,18.52,-1.23
2012-12-09,18.75,-1.11
2012-12-02,18.96,-3.17
2012-11-25,19.58,2.78
2012-11-18,19.05,3.76
2012-11-11,18.36,-1.87
2012-11-04,18.71,-5.89
2012-10-28,19.88,2.69
2012-10-21,19.36,3.86
2012-10-14,18.64,4.25
2012-10-07,17.88,0.73
2012-09-30,17.75,0.00
2012-09-23,17.75,-1.55
2012-09-16,18.03,5.87
2012-09-09,17.03,-10.79
2012-09-02,19.09,1.92
2012-08-26,18.73,-5.69
2012-08-19,19.86,0.10
2012-08-12,19.84,0.30
2012-08-05,19.78,3.13
2012-07-29,19.18,-5.05
2012-07-22,20.20,4.72
2012-07-15,19.29,-1.38
2012-07-08,19.56,1.82
2012-07-01,19.21,-4.00
2012-06-24,20.01,2.93
2012-06-17,19.44,-1.67
2012-06-10,19.77,2.75
2012-06-03,19.24,4.11
2012-05-27,18.48,1.43
2012-05-20,18.22,-2.25
2012-05-13,18.64,-1.89
2012-05-06,19.00,3.71
2012-04-29,18.32,4.33
2012-04-22,17.56,-0.96
2012-04-15,17.73,1.84
2012-04-08,17.41,3.45
2012-04-01,16.83,-2.21
2012-03-25,17.21,-0.35
2012-03-18,17.27,1.23
2012-03-11,17.06,-0.52
2012-03-04,17.15,6.13
2012-02-26,16.16,2.08
2012-02-19,15.83,-1.31
2012-02-12,16.04,2.10
2012-02-05,15.71,1.29
2012-01-29,15.51,-1.52
2012-01-22,15.75,-3.26
2012-01-15,16.28,-1.39
2012-01-08,16.51,2.29
2012-01-01,16.14,2.48
2011-12-25,15.75,-2.42
2011-12-18,16.14,3.20
2011-12-11,15.64,1.82
2011-12-04,15.36,4.99
2011-11-27,14.63,-1.55
2011-11-20,14.86,1.57
2011-11-13,14.63,0.76
2011-11-06,14.52,-1.36
2011-10-30,14.72,4.18
2011-10-23,14.13,0.21
2011-10-16,14.10,0.07
2011-10-09,14.09,6.50
2011-10-02,13.23,-2.29
2011-09-25,13.54,0.22
2011-09-18,13.51,-1.89
2011-09-11,13.77,0.95
2011-09-04,13.64,1.41
2011-08-28,13.45,5.82
2011-08-21,12.71,0.00
2011-08-14,12.71,1.27
2011-08-07,12.55,-4.34
2011-07-31,13.12,0.77
2011-07-24,13.02,-0.23
2011-07-17,13.05,0.31
2011-07-10,13.01,-4.20
2011-07-03,13.58,2.11
2011-06-26,13.30,-2.28
2011-06-19,13.61,3.81
2011-06-12,13.11,0.31
2011-06-05,13.07,-2.54
2011-05-29,13.41,-1.32
2011-05-22,13.59,-0.73
2011-05-15,13.69,1.18
2011-05-08,13.53,-1.24
2011-05-01,13.70,0.66
2011-04-24,13.61,-1.09
2011-04-17,13.76,0.81
2011-04-10,13.65,-0.58
2011-04-03,13.73,-0.36
2011-03-27,13.78,5.51
2011-03-20,13.06,5.15
2011-03-13,12.42,-3.20
2011-03-06,12.83,-1.61
2011-02-27,13.04,1.95
2011-02-20,12.79,1.35
2011-02-13,12.62,2.44
2011-02-06,12.32,-2.92
2011-01-30,12.69,0.32
2011-01-23,12.65,-6.02
2011-01-16,13.46,-0.37
2011-01-09,13.51,0.00
2011-01-02,13.51,-0.37
2010-12-26,13.56,3.59
2010-12-19,13.09,-0.68
2010-12-12,13.18,-3.16
2010-12-05,13.61,-2.09
2010-11-28,13.90,5.22
2010-11-21,13.21,-0.90
2010-11-14,13.33,7.50
2010-11-07,12.40,1.72
2010-10-31,12.19,-3.48
2010-10-24,12.63,-0.71
2010-10-17,12.72,-1.17
2010-10-10,12.87,5.23
2010-10-03,12.23,0.33
2010-09-26,12.19,1.75
2010-09-19,11.98,3.63
2010-09-12,11.56,3.31
2010-09-05,11.19,-0.18
2010-08-29,11.21,-2.10
2010-08-22,11.45,-2.22
2010-08-15,11.71,7.73
2010-08-08,10.87,-2.69
2010-08-01,11.17,2.01
2010-07-25,10.95,0.55
2010-07-18,10.89,2.64
2010-07-11,10.61,0.66
2010-07-04,10.54,1.35
2010-06-27,10.40,3.59
2010-06-20,10.04,-0.30
2010-06-13,10.07,1.10
2010-06-06,9.96,3.97
2010-05-30,9.58,-1.64
2010-05-23,9.74,0.31
2010-05-16,9.71,-5.45
2010-05-09,10.27,0.88
2010-05-02,10.18,-3.51
2010-04-25,10.55,-1.03
2010-04-18,10.66,8.33
2010-04-11,9.84,0.82
2010-04-04,9.76,2.09
2010-03-28,9.56,-0.83
2010-03-21,9.64,-0.82
2010-03-14,9.72,-0.51
2010-03-07,9.77,-0.10
2010-02-28,9.78,-0.81
2010-02-21,9.86,-0.80
2010-02-14,9.94,2.26
2010-02-07,9.72,3.29
2010-01-31,9.41,-2.39
2010-01-24,9.64,-2.63
2010-01-17,9.90,1.64
2010-01-10,9.74,-4.88
2010-01-03,10.24,-0.10
