date,value,variation
2018-04-08,6.54,-0.61
2018-04-01,6.58,-3.86
2018-03-25,6.85,0.12
2018-03-18,6.84,3.14
2018-03-11,6.63,-0.96
2018-03-04,6.69,1.45
2018-02-25,6.60,0.00
2018-02-18,6.60,1.98
2018-02-11,6.47,11.28
2018-02-04,5.81,-2.42
2018-01-28,5.96,0.27
2018-01-21,5.94,11.56
2018-01-14,5.33,-3.20
2018-01-07,5.50,0.73
2017-12-31,5.46,-0.58
2017-12-24,5.49,4.25
2017-12-17,5.27,1.70
2017-12-10,5.18,-3.43
2017-12-03,5.37,-1.90
2017-11-26,5.47,-0.87
2017-11-19,5.52,3.76
2017-11-12,5.32,-1.63
2017-11-05,5.41,-3.43
2017-10-29,5.60,-12.50
2017-10-22,6.40,-0.69
2017-10-15,6.44,-0.84
2017-10-08,6.50,1.45
2017-10-01,6.40,3.51
2017-09-24,6.19,-7.96
2017-09-17,6.72,-3.02
2017-09-10,6.93,5.30
2017-09-03,6.58,-1.05
2017-08-27,6.65,-0.12
2017-08-20,6.66,6.18
2017-08-13,6.27,-0.49
2017-08-06,6.30,-8.14
2017-07-30,6.86,4.86
2017-07-23,6.54,-4.20
2017-07-16,6.83,-2.11
2017-07-09,6.98,8.17
2017-07-02,6.45,2.97
2017-06-25,6.26,5.07
2017-06-18,5.96,0.52
2017-06-11,5.93,0.00
2017-06-04,5.93,0.00
2017-05-28,5.93,-1.29
2017-05-21,6.01,5.87
2017-05-14,5.68,-18.09
2017-05-07,6.93,0.99
2017-04-30,6.86,2.36
2017-04-23,6.70,-6.62
2017-04-16,7.18,5.43
2017-04-09,6.81,-8.15
2017-04-02,7.41,-4.84
2017-03-26,7.79,1.08
2017-03-19,7.71,-11.83
2017-03-12,8.74,5.75
2017-03-05,8.26,-2.32
2017-02-26,8.46,4.86
2017-02-19,8.07,2.59
2017-02-12,7.86,15.27
2017-02-05,6.82,-2.48
2017-01-29,7.00,3.58
2017-01-22,6.76,3.83
2017-01-15,6.51,0.82
2017-01-08,6.45,14.77
2017-01-01,5.62,-3.37
2016-12-25,5.82,6.89
2016-12-18,5.44,4.88
2016-12-11,5.19,-1.92
2016-12-04,5.29,-3.56
2016-11-27,5.49,-5.37
2016-11-20,5.80,-0.50
2016-11-13,5.83,1.64
2016-11-06,5.73,-12.39
2016-10-30,6.54,-6.71
2016-10-23,7.02,11.25
2016-10-16,6.31,-3.22
2016-10-09,6.52,1.47
2016-10-02,6.42,3.38
2016-09-25,6.21,-3.70
2016-09-18,6.45,6.45
2016-09-11,6.06,-5.64
2016-09-04,6.42,-7.51
2016-08-28,6.94,8.73
2016-08-21,6.39,-6.17
2016-08-14,6.81,-2.08
2016-08-07,6.95,2.67
2016-07-31,6.77,2.86
2016-07-24,6.58,0.55
2016-07-17,6.54,6.73
2016-07-10,6.13,8.73
2016-07-03,5.64,7.01
2016-06-26,5.27,13.04
2016-06-19,4.66,12.59
2016-06-12,4.14,3.25
2016-06-05,4.01,-3.65
2016-05-29,4.16,7.48
2016-05-22,3.87,-3.08
2016-05-15,4.00,-11.68
2016-05-08,4.52,0.97
2016-05-01,4.48,-4.84
2016-04-24,4.71,-5.52
2016-04-17,4.98,-7.05
2016-04-10,5.36,9.86
2016-04-03,4.88,-10.47
2016-03-27,5.45,0.13
2016-03-20,5.45,2.86
2016-03-13,5.29,0.00
2016-03-06,5.29,8.91
2016-02-28,4.86,23.82
2016-02-21,3.93,-4.67
2016-02-14,4.12,3.28
2016-02-07,3.99,-0.34
2016-01-31,4.00,-1.52
2016-01-24,4.06,32.21
2016-01-17,3.07,-0.67
2016-01-10,3.09,-4.26
2016-01-03,3.23,-21.29
2015-12-27,4.11,-0.81
2015-12-20,4.14,2.15
2015-12-13,4.05,-0.82
2015-12-06,4.09,-3.17
2015-11-29,4.22,-9.48
2015-11-22,4.66,-4.13
2015-11-15,4.86,-0.82
2015-11-08,4.90,-1.61
2015-11-01,4.98,3.91
2015-10-25,4.79,-15.28
2015-10-18,5.66,5.40
2015-10-11,5.37,-1.29
2015-10-04,5.44,2.45
2015-09-27,5.31,3.51
2015-09-20,5.13,-3.21
2015-09-13,5.30,-3.81
2015-09-06,5.51,-1.78
2015-08-30,5.61,-5.40
2015-08-23,5.93,-9.88
2015-08-16,6.58,-3.24
2015-08-09,6.80,1.80
2015-08-02,6.68,-6.31
2015-07-26,7.13,4.09
2015-07-19,6.85,-13.18
2015-07-12,7.89,-6.63
2015-07-05,8.45,-3.65
2015-06-28,8.77,-2.01
2015-06-21,8.95,-9.41
2015-06-14,9.88,-1.79
2015-06-07,10.06,-6.33
2015-05-31,10.74,0.28
2015-05-24,10.71,-1.56
2015-05-17,10.88,-7.95
2015-05-10,11.82,0.25
2015-05-03,11.79,10.81
2015-04-26,10.64,-1.12
2015-04-19,10.76,2.48
2015-04-12,10.50,3.45
2015-04-05,10.15,0.20
2015-03-29,10.13,8.46
2015-03-22,9.34,2.08
2015-03-15,9.15,6.40
2015-03-08,8.60,-4.87
2015-03-01,9.04,-4.84
2015-02-22,9.50,6.74
2015-02-15,8.90,1.71
2015-02-08,8.75,4.29
2015-02-01,8.39,-3.67
2015-01-25,8.71,4.31
2015-01-18,8.35,-7.84
2015-01-11,9.06,4.74
2015-01-04,8.65,-7.59
2014-12-28,9.36,-1.47
2014-12-21,9.50,8.45
2014-12-14,8.76,-5.09
2014-12-07,9.23,-4.05
2014-11-30,9.62,-5.31
2014-11-23,10.16,6.28
2014-11-16,9.56,5.29
2014-11-09,9.08,-4.32
2014-11-02,9.49,-1.45
2014-10-26,9.63,-6.14
2014-10-19,10.26,-7.90
2014-10-12,11.14,1.36
2014-10-05,10.99,12.03
2014-09-28,9.81,-2.97
2014-09-21,10.11,-4.08
2014-09-14,10.54,-6.48
2014-09-07,11.27,-11.12
2014-08-31,12.68,-2.16
2014-08-24,12.96,-1.52
2014-08-17,13.16,0.00
2014-08-10,13.16,0.53
2014-08-03,13.09,2.83
2014-07-27,12.73,-4.93
2014-07-20,13.39,4.53
2014-07-13,12.81,7.20
2014-07-06,11.95,6.03
2014-06-29,11.27,2.27
2014-06-22,11.02,-2.39
2014-06-15,11.29,3.39
2014-06-08,10.92,4.90
2014-06-01,10.41,6.99
2014-05-25,9.73,-7.95
2014-05-18,10.57,5.49
2014-05-11,10.02,-0.10
2014-05-04,10.03,-0.30
2014-04-27,10.06,6.68
2014-04-20,9.43,-1.67
2014-04-13,9.59,1.80
2014-04-06,9.42,2.61
2014-03-30,9.18,1.66
2014-03-23,9.03,9.72
2014-03-16,8.23,7.86
2014-03-09,7.63,-1.29
2014-03-02,7.73,-2.77
2014-02-23,7.95,4.06
2014-02-16,7.64,-3.29
2014-02-09,7.90,1.54
2014-02-02,7.78,-5.58
2014-01-26,8.24,1.73
2014-01-19,8.10,1.38
2014-01-12,7.99,-0.87
2014-01-05,8.06,-4.05
2013-12-29,8.40,-0.36
2013-12-22,8.43,3.06
2013-12-15,8.18,1.24
2013-12-08,8.08,-5.16
2013-12-01,8.52,-1.16
2013-11-24,8.62,2.74
2013-11-17,8.39,-1.18
2013-11-10,8.49,1.80
2013-11-03,8.34,-4.69
2013-10-27,8.75,2.10
2013-10-20,8.57,-3.92
2013-10-13,8.92,3.12
2013-10-06,8.65,-0.69
2013-09-29,8.71,2.71
2013-09-22,8.48,3.79
2013-09-15,8.17,-0.24
2013-09-08,8.19,-1.21
2013-09-01,8.29,1.47
2013-08-25,8.17,-4.33
2013-08-18,8.54,-0.35
2013-08-11,8.57,-4.67
2013-08-04,8.99,-0.77
2013-07-28,9.06,-4.73
2013-07-21,9.51,4.51
2013-07-14,9.10,3.29
2013-07-07,8.81,1.26
2013-06-30,8.70,-0.57
2013-06-23,8.75,4.79
2013-06-16,8.35,-4.68
2013-06-09,8.76,-3.42
2013-06-02,9.07,-4.63
2013-05-26,9.51,-7.40
2013-05-19,10.27,5.77
2013-05-12,9.71,2.43
2013-05-05,9.48,1.07
2013-04-28,9.38,2.74
2013-04-21,9.13,-1.30
2013-04-14,9.25,6.32
2013-04-07,8.70,0.69
2013-03-31,8.64,-1.14
2013-03-24,8.74,3.80
2013-03-17,8.42,-10.62
2013-03-10,9.42,0.43
2013-03-03,9.38,8.82
2013-02-24,8.62,2.74
2013-02-17,8.39,-1.18
2013-02-10,8.49,5.73
2013-02-03,8.03,-1.35
2013-01-27,8.14,-2.51
2013-01-20,8.35,-3.36
2013-01-13,8.64,4.98
2013-01-06,8.23,1.48
2012-12-30,8.11,-2.99
2012-12-23,8.36,-3.02
2012-12-16,8.62,6.42
2012-12-09,8.10,0.50
2012-12-02,8.06,-1.10
2012-11-25,8.15,3.95
2012-11-18,7.84,7.69
2012-11-11,7.28,-2.28
2012-11-04,7.45,-5.82
2012-10-28,7.91,1.41
2012-10-21,7.80,-3.47
2012-10-14,8.08,1.25
2012-10-07,7.98,2.57
2012-09-30,7.78,-0.26
2012-09-23,7.80,-5.68
2012-09-16,8.27,-2.59
2012-09-09,8.49,-25.59
2012-09-02,11.41,3.82
2012-08-26,10.99,-8.87
2012-08-19,12.06,-3.60
2012-08-12,12.51,-1.57
2012-08-05,12.71,1.92
2012-07-29,12.47,-0.40
2012-07-22,12.52,2.20
2012-07-15,12.25,1.83
2012-07-08,12.03,-0.25
2012-07-01,12.06,1.26
2012-06-24,11.91,4.47
2012-06-17,11.40,-2.65
2012-06-10,11.71,3.26
2012-06-03,11.34,2.72
2012-05-27,11.04,1.56
2012-05-20,10.87,-0.73
2012-05-13,10.95,-5.85
2012-05-06,11.63,3.29
2012-04-29,11.26,-3.60
2012-04-22,11.68,1.30
2012-04-15,11.53,4.16
2012-04-08,11.07,0.27
2012-04-01,11.04,4.84
2012-03-25,10.53,4.99
2012-03-18,10.03,-0.30
2012-03-11,10.06,0.70
2012-03-04,9.99,3.42
2012-02-26,9.66,2.88
2012-02-19,9.39,0.97
2012-02-12,9.30,3.33
2012-02-05,9.00,5.76
2012-01-29,8.51,3.03
2012-01-22,8.26,0.00
2012-01-15,8.26,4.56
2012-01-08,7.90,-0.75
2012-01-01,7.96,-0.87
2011-12-25,8.03,0.37
2011-12-18,8.00,6.10
2011-12-11,7.54,4.87
2011-12-04,7.19,5.58
2011-11-27,6.81,-0.44
2011-11-20,6.84,-0.15
2011-11-13,6.85,-0.44
2011-11-06,6.88,1.03
2011-10-30,6.81,3.81
2011-10-23,6.56,3.63
2011-10-16,6.33,4.46
2011-10-09,6.06,2.02
2011-10-02,5.94,-7.62
2011-09-25,6.43,-1.53
2011-09-18,6.53,-1.66
2011-09-11,6.64,0.76
2011-09-04,6.59,-1.64
2011-08-28,6.70,1.98
2011-08-21,6.57,4.12
2011-08-14,6.31,0.48
2011-08-07,6.28,-5.28
2011-07-31,6.63,-3.49
2011-07-24,6.87,-3.24
2011-07-17,7.10,-2.47
2011-07-10,7.28,1.96
2011-07-03,7.14,-2.46
2011-06-26,7.32,0.83
2011-06-19,7.26,4.46
2011-06-12,6.95,0.14
2011-06-05,6.94,-2.94
2011-05-29,7.15,2.00
2011-05-22,7.01,-3.58
2011-05-15,7.27,2.39
2011-05-08,7.10,-1.53
2011-05-01,7.21,2.12
2011-04-24,7.06,3.37
2011-04-17,6.83,1.94
2011-04-10,6.70,-3.18
2011-04-03,6.92,-2.40
2011-03-27,7.09,7.91
2011-03-20,6.57,4.45
2011-03-13,6.29,-3.23
2011-03-06,6.50,2.69
2011-02-27,6.33,7.47
2011-02-20,5.89,-1.34
2011-02-13,5.97,4.37
2011-02-06,5.72,-0.52
2011-01-30,5.75,-3.52
2011-01-23,5.96,-1.00
2011-01-16,6.02,-7.38
2011-01-09,6.50,5.01
2011-01-02,6.19,5.81
2010-12-26,5.85,-0.34
2010-12-19,5.87,-4.08
2010-12-12,6.12,5.70
2010-12-05,5.79,-6.46
2010-11-28,6.19,3.34
2010-11-21,5.99,-2.60
2010-11-14,6.15,1.82
2010-11-07,6.04,-1.79
2010-10-31,6.15,-1.76
2010-10-24,6.26,4.33
2010-10-17,6.00,-1.96
2010-10-10,6.12,4.08
2010-10-03,5.88,1.91
2010-09-26,5.77,4.91
2010-09-19,5.50,-4.18
2010-09-12,5.74,0.53
2010-09-05,5.71,-2.23
2010-08-29,5.84,-1.52
2010-08-22,5.93,8.61
2010-08-15,5.46,3.41
2010-08-08,5.28,-4.00
2010-08-01,5.50,0.00
2010-07-25,5.50,2.42
2010-07-18,5.37,2.48
2010-07-11,5.24,-2.96
2010-07-04,5.40,-1.28
2010-06-27,5.47,-0.18
2010-06-20,5.48,2.05
2010-06-13,5.37,2.68
2010-06-06,5.23,2.75
2010-05-30,5.09,-5.39
2010-05-23,5.38,-1.65
2010-05-16,5.47,-2.50
2010-05-09,5.61,0.00
2010-05-02,5.61,-2.60
2010-04-25,5.76,2.86
2010-04-18,5.60,4.28
2010-04-11,5.37,1.70
2010-04-04,5.28,-0.75
2010-03-28,5.32,-1.48
2010-03-21,5.40,1.89
2010-03-14,5.30,-2.93
2010-03-07,5.46,-1.44
2010-02-28,5.54,3.55
2010-02-21,5.35,-1.47
2010-02-14,5.43,-1.81
2010-02-07,5.53,3.17
2010-01-31,5.36,-5.13
2010-01-24,5.65,6.60
2010-01-17,5.30,-1.67
2010-01-10,5.39,-3.23
2010-01-03,5.57,-2.11
