date,value,variation
2018-04-08,11.52,-7.73
2018-04-01,12.49,0.65
2018-03-25,12.41,3.45
2018-03-18,11.99,-1.92
2018-03-11,12.23,-1.31
2018-03-04,12.39,-0.26
2018-02-25,12.42,-2.11
2018-02-18,12.69,4.27
2018-02-11,12.17,3.09
2018-02-04,11.81,-5.52
2018-01-28,12.50,1.99
2018-01-21,12.25,5.96
2018-01-14,11.56,1.42
2018-01-07,11.40,2.55
2017-12-31,11.12,3.63
2017-12-24,10.73,0.76
2017-12-17,10.65,4.13
2017-12-10,10.22,1.20
2017-12-03,10.10,1.88
2017-11-26,9.92,-5.34
2017-11-19,10.48,2.95
2017-11-12,10.18,3.64
2017-11-05,9.82,-4.80
2017-10-29,10.31,-4.36
2017-10-22,10.78,-1.70
2017-10-15,10.97,-5.19
2017-10-08,11.57,1.78
2017-10-01,11.37,1.52
2017-09-24,11.20,-5.28
2017-09-17,11.82,0.21
2017-09-10,11.80,4.23
2017-09-03,11.32,5.68
2017-08-27,10.71,4.60
2017-08-20,10.24,3.70
2017-08-13,9.87,-1.38
2017-08-06,10.01,3.00
2017-07-30,9.72,-1.24
2017-07-23,9.84,-0.16
2017-07-16,9.86,5.65
2017-07-09,9.33,6.98
2017-07-02,8.72,-1.92
2017-06-25,8.89,8.41
2017-06-18,8.20,-3.07
2017-06-11,8.46,-4.75
2017-06-04,8.88,1.20
2017-05-28,8.78,-1.10
2017-05-21,8.88,-4.04
2017-05-14,9.25,-14.93
2017-05-07,10.87,2.68
2017-04-30,10.59,-0.43
2017-04-23,10.63,0.00
2017-04-16,10.63,0.00
2017-04-09,10.63,1.54
2017-04-02,10.47,-1.81
2017-03-26,10.67,3.84
2017-03-19,10.27,-3.34
2017-03-12,10.63,0.69
2017-03-05,10.55,-0.30
2017-02-26,10.59,1.15
2017-02-19,10.47,-3.78
2017-02-12,10.88,-4.53
2017-02-05,11.39,5.84
2017-01-29,10.76,4.70
2017-01-22,10.28,3.74
2017-01-15,9.91,1.57
2017-01-08,9.76,6.79
2017-01-01,9.14,10.42
2016-12-25,8.27,3.01
2016-12-18,8.03,2.36
2016-12-11,7.85,2.63
2016-12-04,7.65,0.74
2016-11-27,7.59,4.32
2016-11-20,7.27,3.08
2016-11-13,7.06,-4.99
2016-11-06,7.43,-10.75
2016-10-30,8.32,-5.40
2016-10-23,8.80,2.34
2016-10-16,8.60,-1.30
2016-10-09,8.71,1.12
2016-10-02,8.61,4.50
2016-09-25,8.24,2.20
2016-09-18,8.06,-1.48
2016-09-11,8.19,3.36
2016-09-04,7.92,-8.98
2016-08-28,8.70,3.15
2016-08-21,8.43,1.06
2016-08-14,8.35,0.48
2016-08-07,8.31,-10.74
2016-07-31,9.30,3.03
2016-07-24,9.03,3.32
2016-07-17,8.74,4.43
2016-07-10,8.37,2.87
2016-07-03,8.14,-0.20
2016-06-26,8.15,2.02
2016-06-19,7.99,-0.20
2016-06-12,8.01,-4.88
2016-06-05,8.42,1.26
2016-05-29,8.31,6.83
2016-05-22,7.78,-3.50
2016-05-15,8.06,-11.02
2016-05-08,9.06,11.17
2016-05-01,8.15,-1.46
2016-04-24,8.27,2.36
2016-04-17,8.08,-3.01
2016-04-10,8.33,3.01
2016-04-03,8.09,-1.34
2016-03-27,8.20,5.45
2016-03-20,7.78,-10.72
2016-03-13,8.71,8.29
2016-03-06,8.04,10.22
2016-02-28,7.30,14.11
2016-02-21,6.40,0.25
2016-02-14,6.38,4.23
2016-02-07,6.12,-1.39
2016-01-31,6.21,10.63
2016-01-24,5.61,-0.83
2016-01-17,5.66,-0.55
2016-01-10,5.69,-3.33
2016-01-03,5.89,0.00
2015-12-27,5.89,1.35
2015-12-20,5.81,-2.12
2015-12-13,5.93,-4.30
2015-12-06,6.20,2.46
2015-11-29,6.05,-3.62
2015-11-22,6.28,-5.33
2015-11-15,6.63,-6.53
2015-11-08,7.09,-2.80
2015-11-01,7.30,3.79
2015-10-25,7.03,-4.27
2015-10-18,7.35,2.97
2015-10-11,7.13,-11.82
2015-10-04,8.09,8.59
2015-09-27,7.45,0.40
2015-09-20,7.42,-2.62
2015-09-13,7.62,9.80
2015-09-06,6.94,-2.80
2015-08-30,7.14,-4.80
2015-08-23,7.50,4.31
2015-08-16,7.19,-0.69
2015-08-09,7.24,-3.60
2015-08-02,7.51,-9.63
2015-07-26,8.31,4.27
2015-07-19,7.97,-5.23
2015-07-12,8.41,-1.29
2015-07-05,8.52,-2.85
2015-06-28,8.77,-1.79
2015-06-21,8.93,-0.11
2015-06-14,8.94,2.41
2015-06-07,8.73,-9.16
2015-05-31,9.61,-1.13
2015-05-24,9.72,0.93
2015-05-17,9.63,-5.40
2015-05-10,10.18,1.19
2015-05-03,10.06,-4.01
2015-04-26,10.48,-6.18
2015-04-19,11.17,-0.36
2015-04-12,11.21,-5.32
2015-04-05,11.84,-0.75
2015-03-29,11.93,1.62
2015-03-22,11.74,2.98
2015-03-15,11.40,14.23
2015-03-08,9.98,-0.80
2015-03-01,10.06,0.50
2015-02-22,10.01,1.21
2015-02-15,9.89,2.49
2015-02-08,9.65,2.88
2015-02-01,9.38,0.43
2015-01-25,9.34,-1.68
2015-01-18,9.50,1.60
2015-01-11,9.35,0.32
2015-01-04,9.32,3.21
2014-12-28,9.03,-5.84
2014-12-21,9.59,3.01
2014-12-14,9.31,-0.64
2014-12-07,9.37,-7.68
2014-11-30,10.15,-5.67
2014-11-23,10.76,0.47
2014-11-16,10.71,8.29
2014-11-09,9.89,2.70
2014-11-02,9.63,-9.49
2014-10-26,10.64,3.70
2014-10-19,10.26,-4.65
2014-10-12,10.76,-4.19
2014-10-05,11.23,3.69
2014-09-28,10.83,-3.56
2014-09-21,11.23,-1.40
2014-09-14,11.39,0.89
2014-09-07,11.29,-6.85
2014-08-31,12.12,-1.14
2014-08-24,12.26,7.17
2014-08-17,11.44,1.33
2014-08-10,11.29,3.67
2014-08-03,10.89,0.00
2014-07-27,10.89,-6.60
2014-07-20,11.66,-2.59
2014-07-13,11.97,-1.07
2014-07-06,12.10,1.85
2014-06-29,11.88,0.00
2014-06-22,11.88,0.08
2014-06-15,11.87,0.59
2014-06-08,11.80,4.42
2014-06-01,11.30,-1.05
2014-05-25,11.42,-3.79
2014-05-18,11.87,1.45
2014-05-11,11.70,0.60
2014-05-04,11.63,-1.94
2014-04-27,11.86,5.52
2014-04-20,11.24,-0.44
2014-04-13,11.29,-1.74
2014-04-06,11.49,4.17
2014-03-30,11.03,-1.87
2014-03-23,11.24,7.97
2014-03-16,10.41,1.46
2014-03-09,10.26,-4.20
2014-03-02,10.71,-1.92
2014-02-23,10.92,-6.02
2014-02-16,11.62,-0.85
2014-02-09,11.72,-1.76
2014-02-02,11.93,-0.17
2014-01-26,11.95,-2.69
2014-01-19,12.28,-0.65
2014-01-12,12.36,2.23
2014-01-05,12.09,-0.49
2013-12-29,12.15,0.83
2013-12-22,12.05,0.33
2013-12-15,12.01,-0.74
2013-12-08,12.10,-3.59
2013-12-01,12.55,-5.07
2013-11-24,13.22,-10.55
2013-11-17,14.78,-1.00
2013-11-10,14.93,2.54
2013-11-03,14.56,-5.88
2013-10-27,15.47,-1.21
2013-10-20,15.66,-1.26
2013-10-13,15.86,-1.25
2013-10-06,16.06,4.63
2013-09-29,15.35,-2.48
2013-09-22,15.74,-1.32
2013-09-15,15.95,0.82
2013-09-08,15.82,2.59
2013-09-01,15.42,4.83
2013-08-25,14.71,-2.06
2013-08-18,15.02,-0.07
2013-08-11,15.03,-4.93
2013-08-04,15.81,3.27
2013-07-28,15.31,-2.61
2013-07-21,15.72,0.00
2013-07-14,15.72,8.79
2013-07-07,14.45,1.47
2013-06-30,14.24,-0.84
2013-06-23,14.36,0.28
2013-06-16,14.32,-6.65
2013-06-09,15.34,-0.39
2013-06-02,15.40,-3.21
2013-05-26,15.91,-9.60
2013-05-19,17.60,2.86
2013-05-12,17.11,5.16
2013-05-05,16.27,-1.21
2013-04-28,16.47,3.07
2013-04-21,15.98,-0.87
2013-04-14,16.12,-2.42
2013-04-07,16.52,0.12
2013-03-31,16.50,4.63
2013-03-24,15.77,4.09
2013-03-17,15.15,0.93
2013-03-10,15.01,-4.52
2013-03-03,15.72,-0.76
2013-02-24,15.84,3.19
2013-02-17,15.35,-1.67
2013-02-10,15.61,0.00
2013-02-03,15.61,-2.44
2013-01-27,16.00,-2.32
2013-01-20,16.38,-2.38
2013-01-13,16.78,-0.36
2013-01-06,16.84,4.53
2012-12-30,16.11,-1.04
2012-12-23,16.28,-0.06
2012-12-16,16.29,3.30
2012-12-09,15.77,-7.34
2012-12-02,17.02,4.93
2012-11-25,16.22,-1.52
2012-11-18,16.47,10.69
2012-11-11,14.88,-8.66
2012-11-04,16.29,1.43
2012-10-28,16.06,2.62
2012-10-21,15.65,-5.15
2012-10-14,16.50,-0.36
2012-10-07,16.56,0.55
2012-09-30,16.47,4.04
2012-09-23,15.83,-3.06
2012-09-16,16.33,4.55
2012-09-09,15.62,0.51
2012-09-02,15.54,3.46
2012-08-26,15.02,0.07
2012-08-19,15.01,-4.09
2012-08-12,15.65,-0.76
2012-08-05,15.77,7.28
2012-07-29,14.70,7.69
2012-07-22,13.65,5.16
2012-07-15,12.98,2.45
2012-07-08,12.67,-6.56
2012-07-01,13.56,0.67
2012-06-24,13.47,-2.60
2012-06-17,13.83,-3.56
2012-06-10,14.34,2.65
2012-06-03,13.97,5.12
2012-05-27,13.29,-1.63
2012-05-20,13.51,4.73
2012-05-13,12.90,-5.15
2012-05-06,13.60,-5.29
2012-04-29,14.36,2.06
2012-04-22,14.07,-5.70
2012-04-15,14.92,5.74
2012-04-08,14.11,-8.67
2012-04-01,15.45,7.07
2012-03-25,14.43,-7.26
2012-03-18,15.56,-1.64
2012-03-11,15.82,-4.30
2012-03-04,16.53,-2.25
2012-02-26,16.91,5.16
2012-02-19,16.08,-4.00
2012-02-12,16.75,12.04
2012-02-05,14.95,-4.78
2012-01-29,15.70,4.53
2012-01-22,15.02,3.51
2012-01-15,14.51,7.24
2012-01-08,13.53,-2.17
2012-01-01,13.83,4.30
2011-12-25,13.26,-2.14
2011-12-18,13.55,-3.97
2011-12-11,14.11,1.07
2011-12-04,13.96,-2.24
2011-11-27,14.28,14.98
2011-11-20,12.42,1.64
2011-11-13,12.22,-8.53
2011-11-06,13.36,2.77
2011-10-30,13.00,-7.80
2011-10-23,14.10,13.44
2011-10-16,12.43,2.73
2011-10-09,12.10,14.15
2011-10-02,10.60,1.34
2011-09-25,10.46,-4.04
2011-09-18,10.90,-14.24
2011-09-11,12.71,-2.53
2011-09-04,13.04,-4.68
2011-08-28,13.68,14.10
2011-08-21,11.99,-2.28
2011-08-14,12.27,-0.65
2011-08-07,12.35,0.90
2011-07-31,12.24,-9.87
2011-07-24,13.58,-3.76
2011-07-17,14.11,8.37
2011-07-10,13.02,1.80
2011-07-03,12.79,-6.02
2011-06-26,13.61,2.56
2011-06-19,13.27,-0.67
2011-06-12,13.36,-7.09
2011-06-05,14.38,-4.96
2011-05-29,15.13,3.35
2011-05-22,14.64,5.63
2011-05-15,13.86,-4.55
2011-05-08,14.52,3.49
2011-05-01,14.03,-2.91
2011-04-24,14.45,-3.41
2011-04-17,14.96,5.65
2011-04-10,14.16,-1.12
2011-04-03,14.32,2.29
2011-03-27,14.00,6.14
2011-03-20,13.19,-1.42
2011-03-13,13.38,-5.64
2011-03-06,14.18,1.94
2011-02-27,13.91,-6.52
2011-02-20,14.88,-7.86
2011-02-13,16.15,-0.68
2011-02-06,16.26,5.52
2011-01-30,15.41,-4.64
2011-01-23,16.16,-8.29
2011-01-16,17.62,-1.18
2011-01-09,17.83,-0.06
2011-01-02,17.84,-6.69
2010-12-26,19.12,7.96
2010-12-19,17.71,4.85
2010-12-12,16.89,-7.50
2010-12-05,18.26,-5.14
2010-11-28,19.25,3.44
2010-11-21,18.61,-2.87
2010-11-14,19.16,4.70
2010-11-07,18.30,-7.95
2010-10-31,19.88,-3.31
2010-10-24,20.56,3.94
2010-10-17,19.78,-11.58
2010-10-10,22.37,3.90
2010-10-03,21.53,0.94
2010-09-26,21.33,-1.71
2010-09-19,21.70,5.54
2010-09-12,20.56,0.29
2010-09-05,20.50,4.59
2010-08-29,19.60,1.82
2010-08-22,19.25,-4.13
2010-08-15,20.08,4.53
2010-08-08,19.21,-6.25
2010-08-01,20.49,-5.53
2010-07-25,21.69,7.32
2010-07-18,20.21,9.30
2010-07-11,18.49,3.12
2010-07-04,17.93,5.35
2010-06-27,17.02,-7.15
2010-06-20,18.33,-0.33
2010-06-13,18.39,4.73
2010-06-06,17.56,-0.28
2010-05-30,17.61,-1.01
2010-05-23,17.79,2.89
2010-05-16,17.29,0.00
2010-05-09,17.29,-4.48
2010-05-02,18.10,-2.58
2010-04-25,18.58,-0.80
2010-04-18,18.73,2.46
2010-04-11,18.28,-2.92
2010-04-04,18.83,-2.49
2010-03-28,19.31,3.43
2010-03-21,18.67,-3.66
2010-03-14,19.38,-3.20
2010-03-07,20.02,0.35
2010-02-28,19.95,-0.05
2010-02-21,19.96,-6.20
2010-02-14,21.28,4.98
2010-02-07,20.27,8.57
2010-01-31,18.67,-2.51
2010-01-24,19.15,1.38
2010-01-17,18.89,-8.17
2010-01-10,20.57,-1.11
2010-01-03,20.80,-4.06
