date,value,variation
2016-05-08,8.40,3.37
2016-05-01,8.13,1.20
2016-04-24,8.03,2.01
2016-04-17,7.87,5.22
2016-04-10,7.48,1.21
2016-04-03,7.39,-1.78
2016-03-27,7.53,0.25
2016-03-20,7.51,0.00
2016-03-13,7.50,-0.49
2016-03-06,7.54,2.58
2016-02-28,7.35,3.99
2016-02-21,7.07,2.98
2016-02-14,6.86,3.13
2016-02-07,6.66,-1.57
2016-01-31,6.76,0.66
2016-01-24,6.72,5.73
2016-01-17,6.35,2.89
2016-01-10,6.18,-3.06
2016-01-03,6.37,0.18
2015-12-27,6.36,-2.12
2015-12-20,6.50,1.84
2015-12-13,6.38,-3.24
2015-12-06,6.59,2.63
2015-11-29,6.42,0.32
2015-11-22,6.40,-5.82
2015-11-15,6.80,-1.54
2015-11-08,6.90,3.30
2015-11-01,6.68,5.70
2015-10-25,6.32,0.58
2015-10-18,6.29,-0.61
2015-10-11,6.33,-1.78
2015-10-04,6.44,0.31
2015-09-27,6.42,2.88
2015-09-20,6.24,-2.35
2015-09-13,6.39,2.90
2015-09-06,6.21,1.97
2015-08-30,6.09,-8.42
2015-08-23,6.65,3.42
2015-08-16,6.43,-0.16
2015-08-09,6.44,3.21
2015-08-02,6.24,-4.29
2015-07-26,6.52,-2.25
2015-07-19,6.67,-3.19
2015-07-12,6.89,0.44
2015-07-05,6.86,1.18
2015-06-28,6.78,3.83
2015-06-21,6.53,-1.21
2015-06-14,6.61,4.59
2015-06-07,6.32,-2.02
2015-05-31,6.45,2.54
2015-05-24,6.29,0.32
2015-05-17,6.27,-1.72
2015-05-10,6.38,3.07
2015-05-03,6.19,3.86
2015-04-26,5.96,-0.33
2015-04-19,5.98,1.70
2015-04-12,5.88,2.08
2015-04-05,5.76,-2.21
2015-03-29,5.89,6.32
2015-03-22,5.54,0.36
2015-03-15,5.52,7.39
2015-03-08,5.14,2.19
2015-03-01,5.03,-0.98
2015-02-22,5.08,4.74
2015-02-15,4.85,-2.41
2015-02-08,4.97,6.20
2015-02-01,4.68,1.96
2015-01-25,4.59,-2.96
2015-01-18,4.73,-2.07
2015-01-11,4.83,1.05
2015-01-04,4.78,-5.35
2014-12-28,5.05,1.20
2014-12-21,4.99,1.01
2014-12-14,4.94,2.07
2014-12-07,4.84,-3.59
2014-11-30,5.02,-0.79
2014-11-23,5.06,2.85
2014-11-16,4.92,6.49
2014-11-09,4.62,0.22
2014-11-02,4.61,0.44
2014-10-26,4.59,10.07
2014-10-19,4.17,-6.71
2014-10-12,4.47,0.45
2014-10-05,4.45,0.23
2014-09-28,4.44,-5.13
2014-09-21,4.68,0.21
2014-09-14,4.67,0.00
2014-09-07,4.67,-3.11
2014-08-31,4.82,1.05
2014-08-24,4.77,2.58
2014-08-17,4.65,1.31
2014-08-10,4.59,-0.22
2014-08-03,4.60,-0.22
2014-07-27,4.61,-2.12
2014-07-20,4.71,-0.21
2014-07-13,4.72,1.51
2014-07-06,4.65,2.65
2014-06-29,4.53,-1.52
2014-06-22,4.60,1.32
2014-06-15,4.54,1.34
2014-06-08,4.48,6.92
2014-06-01,4.19,1.21
2014-05-25,4.14,2.48
2014-05-18,4.04,-0.25
2014-05-11,4.05,3.58
2014-05-04,3.91,3.71
2014-04-27,3.77,1.34
2014-04-20,3.72,1.64
2014-04-13,3.66,3.39
2014-04-06,3.54,-4.32
2014-03-30,3.70,1.65
2014-03-23,3.64,3.70
2014-03-16,3.51,2.33
2014-03-09,3.43,0.00
2014-03-02,3.43,-4.19
2014-02-23,3.58,-2.45
2014-02-16,3.67,-1.34
2014-02-09,3.72,-7.69
2014-02-02,4.03,0.25
2014-01-26,4.02,-2.90
2014-01-19,4.14,-2.13
2014-01-12,4.23,3.93
2014-01-05,4.07,0.49
2013-12-29,4.05,-2.41
2013-12-22,4.15,0.48
2013-12-15,4.13,2.48
2013-12-08,4.03,-5.40
2013-12-01,4.26,-1.84
2013-11-24,4.34,4.33
2013-11-17,4.16,1.46
2013-11-10,4.10,3.80
2013-11-03,3.95,-7.06
2013-10-27,4.25,5.99
2013-10-20,4.01,-3.84
2013-10-13,4.17,4.77
2013-10-06,3.98,1.02
2013-09-29,3.94,4.23
2013-09-22,3.78,1.34
2013-09-15,3.73,0.54
2013-09-08,3.71,1.64
2013-09-01,3.65,0.83
2013-08-25,3.62,2.84
2013-08-18,3.52,3.23
2013-08-11,3.41,-1.45
2013-08-04,3.46,2.67
2013-07-28,3.37,1.51
2013-07-21,3.32,0.30
2013-07-14,3.31,1.22
2013-07-07,3.27,4.81
2013-06-30,3.12,-6.59
2013-06-23,3.34,3.73
2013-06-16,3.22,-9.30
2013-06-09,3.55,-3.53
2013-06-02,3.68,-2.90
2013-05-26,3.79,0.00
2013-05-19,3.79,2.16
2013-05-12,3.71,-3.39
2013-05-05,3.84,0.79
2013-04-28,3.81,0.53
2013-04-21,3.79,1.88
2013-04-14,3.72,3.33
2013-04-07,3.60,1.41
2013-03-31,3.55,-2.47
2013-03-24,3.64,1.39
2013-03-17,3.59,-2.45
2013-03-10,3.68,0.27
2013-03-03,3.67,1.66
2013-02-24,3.61,3.74
2013-02-17,3.48,1.46
2013-02-10,3.43,-2.83
2013-02-03,3.53,3.22
2013-01-27,3.42,4.91
2013-01-20,3.26,-3.83
2013-01-13,3.39,-0.29
2013-01-06,3.40,3.66
2012-12-30,3.28,-1.80
2012-12-23,3.34,2.45
2012-12-16,3.26,-0.61
2012-12-09,3.28,5.13
2012-12-02,3.12,1.63
2012-11-25,3.07,-1.29
2012-11-18,3.11,-3.12
2012-11-11,3.21,-3.60
2012-11-04,3.33,-0.30
2012-10-28,3.34,4.37
2012-10-21,3.20,-3.03
2012-10-14,3.30,3.77
2012-10-07,3.18,-1.24
2012-09-30,3.22,0.94
2012-09-23,3.19,0.95
2012-09-16,3.16,8.22
2012-09-09,2.92,-2.01
2012-09-02,2.98,7.58
2012-08-26,2.77,-4.81
2012-08-19,2.91,-3.00
2012-08-12,3.00,4.17
2012-08-05,2.88,7.06
2012-07-29,2.69,-1.10
2012-07-22,2.72,1.49
2012-07-15,2.68,-5.30
2012-07-08,2.83,4.43
2012-07-01,2.71,1.50
2012-06-24,2.67,0.75
2012-06-17,2.65,5.58
2012-06-10,2.51,-2.71
2012-06-03,2.58,-6.52
2012-05-27,2.76,6.15
2012-05-20,2.60,-2.99
2012-05-13,2.68,0.37
2012-05-06,2.67,2.69
2012-04-29,2.60,3.17
2012-04-22,2.52,0.80
2012-04-15,2.50,5.49
2012-04-08,2.37,-3.27
2012-04-01,2.45,0.41
2012-03-25,2.44,3.83
2012-03-18,2.35,0.43
2012-03-11,2.34,3.08
2012-03-04,2.27,5.09
2012-02-26,2.16,5.37
2012-02-19,2.05,0.99
2012-02-12,2.03,-3.33
2012-02-05,2.10,-1.41
2012-01-29,2.13,0.00
2012-01-22,2.13,-0.93
2012-01-15,2.15,0.00
2012-01-08,2.15,-1.83
2012-01-01,2.19,0.46
2011-12-25,2.18,1.87
2011-12-18,2.14,-1.83
2011-12-11,2.18,-1.80
2011-12-04,2.22,7.77
2011-11-27,2.06,3.52
2011-11-20,1.99,3.11
2011-11-13,1.93,-4.46
2011-11-06,2.02,0.50
2011-10-30,2.01,3.61
2011-10-23,1.94,0.00
2011-10-16,1.94,0.00
2011-10-09,1.94,2.11
2011-10-02,1.90,-5.00
2011-09-25,2.00,0.50
2011-09-18,1.99,-0.50
2011-09-11,2.00,-0.99
2011-09-04,2.02,-2.42
2011-08-28,2.07,14.36
2011-08-21,1.81,-2.69
2011-08-14,1.86,-1.06
2011-08-07,1.88,-1.57
2011-07-31,1.91,-3.54
2011-07-24,1.98,-1.49
2011-07-17,2.01,3.61
2011-07-10,1.94,-4.90
2011-07-03,2.04,2.00
2011-06-26,2.00,-0.99
2011-06-19,2.02,-0.49
2011-06-12,2.03,1.00
2011-06-05,2.01,0.00
2011-05-29,2.01,0.50
2011-05-22,2.00,-0.50
2011-05-15,2.01,2.03
2011-05-08,1.97,-0.51
2011-05-01,1.98,-1.00
2011-04-24,2.00,0.50
2011-04-17,1.99,3.65
2011-04-10,1.92,2.13
2011-04-03,1.88,-3.09
2011-03-27,1.94,7.78
2011-03-20,1.80,4.05
2011-03-13,1.73,-3.35
2011-03-06,1.79,4.07
2011-02-27,1.72,0.58
2011-02-20,1.71,0.59
2011-02-13,1.70,-0.58
2011-02-06,1.71,0.00
2011-01-30,1.71,0.59
2011-01-23,1.70,-1.16
2011-01-16,1.72,0.00
2011-01-09,1.72,1.18
2011-01-02,1.70,0.00
2010-12-26,1.70,-1.73
2010-12-19,1.73,-2.26
2010-12-12,1.77,0.57
2010-12-05,1.76,1.73
2010-11-28,1.73,-2.26
2010-11-21,1.77,1.14
2010-11-14,1.75,0.57
2010-11-07,1.74,-3.33
2010-10-31,1.80,2.86
2010-10-24,1.75,0.57
2010-10-17,1.74,4.82
2010-10-10,1.66,1.84
2010-10-03,1.63,2.52
2010-09-26,1.59,3.92
2010-09-19,1.53,-2.55
2010-09-12,1.57,-3.09
2010-09-05,1.62,-8.99
2010-08-29,1.78,2.30
2010-08-22,1.74,10.13
2010-08-15,1.58,5.33
2010-08-08,1.50,-3.23
2010-08-01,1.55,6.90
2010-07-25,1.45,0.69
2010-07-18,1.44,0.00
2010-07-11,1.44,-2.04
2010-07-04,1.47,2.08
2010-06-27,1.44,5.11
2010-06-20,1.37,1.48
2010-06-13,1.35,-0.74
2010-06-06,1.36,0.74
2010-05-30,1.35,1.50
2010-05-23,1.33,5.56
2010-05-16,1.26,-3.08
2010-05-09,1.30,-1.52
2010-05-02,1.32,-2.94
2010-04-25,1.36,1.49
2010-04-18,1.34,0.00
2010-04-11,1.34,1.52
2010-04-04,1.32,0.00
2010-03-28,1.32,-7.04
2010-03-21,1.42,0.00
2010-03-14,1.42,-1.39
2010-03-07,1.44,-3.36
2010-02-28,1.49,-0.67
2010-02-21,1.50,0.67
2010-02-14,1.49,0.68
2010-02-07,1.48,2.78
2010-01-31,1.44,-0.69
2010-01-24,1.45,2.84
2010-01-17,1.41,-1.40
2010-01-10,1.43,-5.30
2010-01-03,1.51,-1.95
