date,value,variation
2014-02-02,6.11,3.91
2014-01-26,5.88,-5.77
2014-01-19,6.24,2.63
2014-01-12,6.08,4.65
2014-01-05,5.81,-3.65
2013-12-29,6.03,0.17
2013-12-22,6.02,-4.60
2013-12-15,6.31,1.61
2013-12-08,6.21,-2.66
2013-12-01,6.38,-3.19
2013-11-24,6.59,-1.20
2013-11-17,6.67,-0.60
2013-11-10,6.71,9.46
2013-11-03,6.13,-8.51
2013-10-27,6.70,-4.01
2013-10-20,6.98,1.31
2013-10-13,6.89,-1.99
2013-10-06,7.03,-17.20
2013-09-29,8.49,1.19
2013-09-22,8.39,5.14
2013-09-15,7.98,-8.17
2013-09-08,8.69,1.76
2013-09-01,8.54,12.37
2013-08-25,7.60,-2.56
2013-08-18,7.80,8.94
2013-08-11,7.16,3.92
2013-08-04,6.89,14.64
2013-07-28,6.01,-5.50
2013-07-21,6.36,-0.31
2013-07-14,6.38,14.75
2013-07-07,5.56,-1.59
2013-06-30,5.65,-4.07
2013-06-23,5.89,0.17
2013-06-16,5.88,-7.26
2013-06-09,6.34,13.62
2013-06-02,5.58,-8.07
2013-05-26,6.07,-14.87
2013-05-19,7.13,12.46
2013-05-12,6.34,-10.33
2013-05-05,7.07,-2.88
2013-04-28,7.28,-2.41
2013-04-21,7.46,-5.45
2013-04-14,7.89,-3.07
2013-04-07,8.14,-0.73
2013-03-31,8.20,10.96
2013-03-24,7.39,-3.52
2013-03-17,7.66,-11.24
2013-03-10,8.63,-10.75
2013-03-03,9.67,-11.61
2013-02-24,10.94,4.09
2013-02-17,10.51,2.64
2013-02-10,10.24,1.99
2013-02-03,10.04,-0.59
2013-01-27,10.10,5.32
2013-01-20,9.59,-2.04
2013-01-13,9.79,-0.20
2013-01-06,9.81,-4.29
2012-12-30,10.25,-2.84
2012-12-23,10.55,1.44
2012-12-16,10.40,3.59
2012-12-09,10.04,-6.08
2012-12-02,10.69,7.33
2012-11-25,9.96,3.21
2012-11-18,9.65,11.69
2012-11-11,8.64,-7.79
2012-11-04,9.37,0.43
2012-10-28,9.33,0.00
2012-10-21,9.33,-12.23
2012-10-14,10.63,-2.39
2012-10-07,10.89,-1.71
2012-09-30,11.08,3.75
2012-09-23,10.68,2.69
2012-09-16,10.40,-0.76
2012-09-09,10.48,1.75
2012-09-02,10.30,-0.68
2012-08-26,10.37,3.39
2012-08-19,10.03,-5.20
2012-08-12,10.58,5.27
2012-08-05,10.05,6.46
2012-07-29,9.44,-1.67
2012-07-22,9.60,5.73
2012-07-15,9.08,2.37
2012-07-08,8.87,0.11
2012-07-01,8.86,8.18
2012-06-24,8.19,-0.49
2012-06-17,8.23,2.75
2012-06-10,8.01,6.52
2012-06-03,7.52,2.73
2012-05-27,7.32,-12.65
2012-05-20,8.38,-3.46
2012-05-13,8.68,-12.76
2012-05-06,9.95,-4.42
2012-04-29,10.41,8.21
2012-04-22,9.62,-7.59
2012-04-15,10.41,-2.35
2012-04-08,10.66,-7.87
2012-04-01,11.57,5.57
2012-03-25,10.96,-6.16
2012-03-18,11.68,-3.95
2012-03-11,12.16,-0.90
2012-03-04,12.27,0.00
2012-02-26,12.27,4.25
2012-02-19,11.77,-3.68
2012-02-12,12.22,6.82
2012-02-05,11.44,-5.38
2012-01-29,12.09,1.09
2012-01-22,11.96,1.53
2012-01-15,11.78,15.72
2012-01-08,10.18,3.46
2012-01-01,9.84,8.61
2011-12-25,9.06,-0.44
2011-12-18,9.10,-9.45
2011-12-11,10.05,-1.28
2011-12-04,10.18,-3.42
2011-11-27,10.54,17.37
2011-11-20,8.98,0.11
2011-11-13,8.97,-8.28
2011-11-06,9.78,0.00
2011-10-30,9.78,-10.28
2011-10-23,10.90,12.26
2011-10-16,9.71,2.97
2011-10-09,9.43,10.29
2011-10-02,8.55,4.91
2011-09-25,8.15,-8.32
2011-09-18,8.89,-14.19
2011-09-11,10.36,-5.04
2011-09-04,10.91,-3.79
2011-08-28,11.34,15.60
2011-08-21,9.81,0.31
2011-08-14,9.78,0.00
2011-08-07,9.78,12.54
2011-07-31,8.69,-10.69
2011-07-24,9.73,-6.62
2011-07-17,10.42,9.68
2011-07-10,9.50,-5.00
2011-07-03,10.00,-12.82
2011-06-26,11.47,1.87
2011-06-19,11.26,-3.18
2011-06-12,11.63,-8.06
2011-06-05,12.65,0.96
2011-05-29,12.53,0.89
2011-05-22,12.42,5.08
2011-05-15,11.82,-6.26
2011-05-08,12.61,13.40
2011-05-01,11.12,-2.20
2011-04-24,11.37,-1.30
2011-04-17,11.52,4.73
2011-04-10,11.00,-2.91
2011-04-03,11.33,0.35
2011-03-27,11.29,2.17
2011-03-20,11.05,-6.59
2011-03-13,11.83,5.06
2011-03-06,11.26,0.54
2011-02-27,11.20,-3.95
2011-02-20,11.66,1.04
2011-02-13,11.54,3.04
2011-02-06,11.20,-2.27
2011-01-30,11.46,-2.80
2011-01-23,11.79,-8.11
2011-01-16,12.83,-4.11
2011-01-09,13.38,-3.32
2011-01-02,13.84,6.05
2010-12-26,13.05,3.00
2010-12-19,12.67,2.10
2010-12-12,12.41,-5.41
2010-12-05,13.12,-6.42
2010-11-28,14.02,1.96
2010-11-21,13.75,-3.71
2010-11-14,14.28,8.43
2010-11-07,13.17,-7.32
2010-10-31,14.21,3.35
2010-10-24,13.75,0.00
2010-10-17,13.75,-7.72
2010-10-10,14.90,7.74
2010-10-03,13.83,-0.29
2010-09-26,13.87,-0.43
2010-09-19,13.93,4.34
2010-09-12,13.35,3.81
2010-09-05,12.86,3.54
2010-08-29,12.42,2.73
2010-08-22,12.09,-3.28
2010-08-15,12.50,5.84
2010-08-08,11.81,-6.49
2010-08-01,12.63,-3.29
2010-07-25,13.06,0.23
2010-07-18,13.03,3.00
2010-07-11,12.65,6.30
2010-07-04,11.90,2.32
2010-06-27,11.63,-1.19
2010-06-20,11.77,8.48
2010-06-13,10.85,1.40
2010-06-06,10.70,6.15
2010-05-30,10.08,-1.27
2010-05-23,10.21,1.90
2010-05-16,10.02,6.03
2010-05-09,9.45,4.07
2010-05-02,9.08,-13.61
2010-04-25,10.51,1.94
2010-04-18,10.31,0.19
2010-04-11,10.29,-0.29
2010-04-04,10.32,-4.88
2010-03-28,10.85,-4.82
2010-03-21,11.40,0.97
2010-03-14,11.29,-1.40
2010-03-07,11.45,3.43
2010-02-28,11.07,-1.07
2010-02-21,11.19,-2.61
2010-02-14,11.49,1.14
2010-02-07,11.36,11.05
2010-01-31,10.23,-1.45
2010-01-24,10.38,-3.62
2010-01-17,10.77,-3.06
2010-01-10,11.11,0.73
2010-01-03,11.03,-8.46
