date,value,variation
2012-02-12,6.31,8.98
2012-02-05,5.79,14.20
2012-01-29,5.07,0.60
2012-01-22,5.04,4.56
2012-01-15,4.82,0.00
2012-01-08,4.82,0.21
2012-01-01,4.81,-4.94
2011-12-25,5.06,9.05
2011-12-18,4.64,-2.52
2011-12-11,4.76,-4.23
2011-12-04,4.97,4.19
2011-11-27,4.77,-1.65
2011-11-20,4.85,1.04
2011-11-13,4.80,-1.84
2011-11-06,4.89,3.38
2011-10-30,4.73,-2.47
2011-10-23,4.85,0.21
2011-10-16,4.84,8.04
2011-10-09,4.48,-1.97
2011-10-02,4.57,-2.97
2011-09-25,4.71,-1.26
2011-09-18,4.77,-7.56
2011-09-11,5.16,1.98
2011-09-04,5.06,2.02
2011-08-28,4.96,-1.00
2011-08-21,5.01,1.21
2011-08-14,4.95,-6.95
2011-08-07,5.32,8.79
2011-07-31,4.89,-6.86
2011-07-24,5.25,-3.67
2011-07-17,5.45,3.02
2011-07-10,5.29,6.44
2011-07-03,4.97,3.33
2011-06-26,4.81,3.00
2011-06-19,4.67,-6.97
2011-06-12,5.02,-0.79
2011-06-05,5.06,0.00
2011-05-29,5.06,-0.78
2011-05-22,5.10,-7.78
2011-05-15,5.53,-4.82
2011-05-08,5.81,-6.44
2011-05-01,6.21,-2.82
2011-04-24,6.39,-5.89
2011-04-17,6.79,7.44
2011-04-10,6.32,-2.62
2011-04-03,6.49,0.62
2011-03-27,6.45,5.05
2011-03-20,6.14,-2.07
2011-03-13,6.27,-0.48
2011-03-06,6.30,2.94
2011-02-27,6.12,3.20
2011-02-20,5.93,-4.82
2011-02-13,6.23,4.01
2011-02-06,5.99,-2.92
2011-01-30,6.17,-0.96
2011-01-23,6.23,-6.60
2011-01-16,6.67,0.76
2011-01-09,6.62,0.61
2011-01-02,6.58,-0.30
2010-12-26,6.60,1.85
2010-12-19,6.48,5.54
2010-12-12,6.14,-0.81
2010-12-05,6.19,0.65
2010-11-28,6.15,-0.16
2010-11-21,6.16,0.16
2010-11-14,6.15,4.06
2010-11-07,5.91,4.23
2010-10-31,5.67,-1.05
2010-10-24,5.73,-0.35
2010-10-17,5.75,-7.70
2010-10-10,6.23,0.48
2010-10-03,6.20,-4.91
2010-09-26,6.52,4.15
2010-09-19,6.26,-1.73
2010-09-12,6.37,0.47
2010-09-05,6.34,0.16
2010-08-29,6.33,-3.65
2010-08-22,6.57,0.31
2010-08-15,6.55,-3.11
2010-08-08,6.76,-3.01
2010-08-01,6.97,7.40
2010-07-25,6.49,0.31
2010-07-18,6.47,0.15
2010-07-11,6.46,-0.92
2010-07-04,6.52,1.40
2010-06-27,6.43,-4.03
2010-06-20,6.70,1.67
2010-06-13,6.59,3.78
2010-06-06,6.35,1.76
2010-05-30,6.24,-0.64
2010-05-23,6.28,3.97
2010-05-16,6.04,1.85
2010-05-09,5.93,0.34
2010-05-02,5.91,-16.17
2010-04-25,7.05,0.57
2010-04-18,7.01,-2.50
2010-04-11,7.19,-0.14
2010-04-04,7.20,1.55
2010-03-28,7.09,-0.98
2010-03-21,7.16,5.60
2010-03-14,6.78,10.24
2010-03-07,6.15,-1.91
2010-02-28,6.27,0.48
2010-02-21,6.24,-0.79
2010-02-14,6.29,-1.26
2010-02-07,6.37,2.08
2010-01-31,6.24,-4.15
2010-01-24,6.51,2.04
2010-01-17,6.38,-4.49
2010-01-10,6.68,2.45
2010-01-03,6.52,18.33
