date,value,variation
2017-04-09,19.86,-5.41
2017-04-02,20.99,-9.11
2017-03-26,23.10,-9.93
2017-03-19,25.64,-1.44
2017-03-12,26.02,-1.67
2017-03-05,26.46,-8.73
2017-02-26,28.99,1.02
2017-02-19,28.70,-0.58
2017-02-12,28.87,0.20
2017-02-05,28.81,6.81
2017-01-29,26.97,2.15
2017-01-22,26.40,2.50
2017-01-15,25.76,-1.38
2017-01-08,26.12,6.61
2017-01-01,24.50,3.60
2016-12-25,23.65,8.77
2016-12-18,21.74,0.93
2016-12-11,21.54,0.19
2016-12-04,21.50,1.13
2016-11-27,21.26,-6.38
2016-11-20,22.71,2.27
2016-11-13,22.21,11.50
2016-11-06,19.92,-3.08
2016-10-30,20.55,0.39
2016-10-23,20.47,3.94
2016-10-16,19.69,3.58
2016-10-09,19.01,4.12
2016-10-02,18.26,3.64
2016-09-25,17.62,1.20
2016-09-18,17.41,0.74
2016-09-11,17.28,-2.88
2016-09-04,17.80,-3.48
2016-08-28,18.44,2.08
2016-08-21,18.06,-1.40
2016-08-14,18.32,3.95
2016-08-07,17.62,5.92
2016-07-31,16.63,1.91
2016-07-24,16.32,2.41
2016-07-17,15.94,3.65
2016-07-10,15.38,2.45
2016-07-03,15.01,3.00
2016-06-26,14.57,4.21
2016-06-19,13.98,-0.06
2016-06-12,13.99,-0.34
2016-06-05,14.04,-2.97
2016-05-29,14.47,2.25
2016-05-22,14.15,0.74
2016-05-15,14.05,-2.86
2016-05-08,14.46,-0.38
2016-05-01,14.52,-1.62
2016-04-24,14.75,7.41
2016-04-17,13.74,1.65
2016-04-10,13.51,0.77
2016-04-03,13.41,-2.03
2016-03-27,13.69,1.53
2016-03-20,13.48,-0.82
2016-03-13,13.59,3.01
2016-03-06,13.20,-5.25
2016-02-28,13.93,23.82
2016-02-21,11.25,1.80
2016-02-14,11.05,3.73
2016-02-07,10.65,-1.03
2016-01-31,10.76,3.75
2016-01-24,10.37,-0.08
2016-01-17,10.38,0.08
2016-01-10,10.37,-4.81
2016-01-03,10.90,-10.05
2015-12-27,12.12,0.88
2015-12-20,12.01,1.99
2015-12-13,11.78,-0.32
2015-12-06,11.81,1.69
2015-11-29,11.62,5.13
2015-11-22,11.05,-7.93
2015-11-15,12.00,8.10
2015-11-08,11.10,-0.47
2015-11-01,11.16,6.80
2015-10-25,10.45,-4.69
2015-10-18,10.96,0.76
2015-10-11,10.88,-13.19
2015-10-04,12.53,15.27
2015-09-27,10.87,2.94
2015-09-20,10.56,-5.38
2015-09-13,11.16,2.10
2015-09-06,10.93,-2.50
2015-08-30,11.21,0.36
2015-08-23,11.17,3.62
2015-08-16,10.78,-2.27
2015-08-09,11.03,-6.05
2015-08-02,11.74,-3.77
2015-07-26,12.20,0.66
2015-07-19,12.12,-6.98
2015-07-12,13.03,1.40
2015-07-05,12.85,1.26
2015-06-28,12.69,-2.16
2015-06-21,12.97,4.18
2015-06-14,12.45,-0.24
2015-06-07,12.48,2.21
2015-05-31,12.21,0.99
2015-05-24,12.09,-4.28
2015-05-17,12.63,-6.44
2015-05-10,13.50,2.51
2015-05-03,13.17,6.12
2015-04-26,12.41,6.25
2015-04-19,11.68,3.27
2015-04-12,11.31,-3.42
2015-04-05,11.71,3.63
2015-03-29,11.30,8.13
2015-03-22,10.45,-4.91
2015-03-15,10.99,7.43
2015-03-08,10.23,-3.67
2015-03-01,10.62,-1.12
2015-02-22,10.74,0.85
2015-02-15,10.65,-1.11
2015-02-08,10.77,6.53
2015-02-01,10.11,6.76
2015-01-25,9.47,-4.34
2015-01-18,9.90,-1.00
2015-01-11,10.00,2.77
2015-01-04,9.73,0.62
2014-12-28,9.67,-4.16
2014-12-21,10.09,1.10
2014-12-14,9.98,0.50
2014-12-07,9.93,-7.20
2014-11-30,10.70,-3.60
2014-11-23,11.10,-1.77
2014-11-16,11.30,7.82
2014-11-09,10.48,-1.96
2014-11-02,10.69,6.79
2014-10-26,10.01,-13.71
2014-10-19,11.60,3.76
2014-10-12,11.18,1.45
2014-10-05,11.02,-6.21
2014-09-28,11.75,-3.13
2014-09-21,12.13,0.41
2014-09-14,12.08,1.77
2014-09-07,11.87,0.17
2014-08-31,11.85,2.60
2014-08-24,11.55,1.14
2014-08-17,11.42,0.18
2014-08-10,11.40,0.53
2014-08-03,11.34,-0.44
2014-07-27,11.39,-2.32
2014-07-20,11.66,2.46
2014-07-13,11.38,1.16
2014-07-06,11.25,-2.93
2014-06-29,11.59,2.84
2014-06-22,11.27,-3.51
2014-06-15,11.68,-1.93
2014-06-08,11.91,0.76
2014-06-01,11.82,4.51
2014-05-25,11.31,5.70
2014-05-18,10.70,-0.09
2014-05-11,10.71,0.09
2014-05-04,10.70,1.33
2014-04-27,10.56,15.54
2014-04-20,9.14,0.77
2014-04-13,9.07,0.89
2014-04-06,8.99,0.00
2014-03-30,8.99,3.93
2014-03-23,8.65,3.84
2014-03-16,8.33,6.79
2014-03-09,7.80,-4.41
2014-03-02,8.16,0.25
2014-02-23,8.14,-0.85
2014-02-16,8.21,-1.20
2014-02-09,8.31,2.59
2014-02-02,8.10,1.25
2014-01-26,8.00,-9.91
2014-01-19,8.88,-3.37
2014-01-12,9.19,2.57
2014-01-05,8.96,1.47
2013-12-29,8.83,-0.79
2013-12-22,8.90,-2.31
2013-12-15,9.11,2.71
2013-12-08,8.87,-2.63
2013-12-01,9.11,-4.51
2013-11-24,9.54,2.58
2013-11-17,9.30,-4.12
2013-11-10,9.70,0.94
2013-11-03,9.61,-2.83
2013-10-27,9.89,2.81
2013-10-20,9.62,-3.32
2013-10-13,9.95,1.12
2013-10-06,9.84,1.44
2013-09-29,9.70,-2.32
2013-09-22,9.93,9.85
2013-09-15,9.04,-1.09
2013-09-08,9.14,3.39
2013-09-01,8.84,2.08
2013-08-25,8.66,-1.93
2013-08-18,8.83,0.34
2013-08-11,8.80,0.00
2013-08-04,8.80,1.85
2013-07-28,8.64,-0.46
2013-07-21,8.68,4.58
2013-07-14,8.30,0.97
2013-07-07,8.22,-0.24
2013-06-30,8.24,-4.30
2013-06-23,8.61,-1.60
2013-06-16,8.75,-3.10
2013-06-09,9.03,-0.99
2013-06-02,9.12,-4.50
2013-05-26,9.55,0.21
2013-05-19,9.53,2.47
2013-05-12,9.30,2.99
2013-05-05,9.03,1.01
2013-04-28,8.94,1.36
2013-04-21,8.82,-3.50
2013-04-14,9.14,0.88
2013-04-07,9.06,2.37
2013-03-31,8.85,-3.38
2013-03-24,9.16,-0.22
2013-03-17,9.18,-4.38
2013-03-10,9.60,-3.03
2013-03-03,9.90,9.63
2013-02-24,9.03,1.12
2013-02-17,8.93,-2.30
2013-02-10,9.14,1.90
2013-02-03,8.97,-3.03
2013-01-27,9.25,1.31
2013-01-20,9.13,-5.68
2013-01-13,9.68,0.10
2013-01-06,9.67,4.20
2012-12-30,9.28,-0.54
2012-12-23,9.33,-0.21
2012-12-16,9.35,3.31
2012-12-09,9.05,1.00
2012-12-02,8.96,0.34
2012-11-25,8.93,-1.87
2012-11-18,9.10,7.44
2012-11-11,8.47,-1.74
2012-11-04,8.62,-3.58
2012-10-28,8.94,4.81
2012-10-21,8.53,-5.33
2012-10-14,9.01,-2.59
2012-10-07,9.25,-0.11
2012-09-30,9.26,1.42
2012-09-23,9.13,-9.69
2012-09-16,10.11,-2.22
2012-09-09,10.34,6.93
2012-09-02,9.67,1.58
2012-08-26,9.52,-2.76
2012-08-19,9.79,-2.78
2012-08-12,10.07,5.01
2012-08-05,9.59,-1.44
2012-07-29,9.73,2.64
2012-07-22,9.48,9.72
2012-07-15,8.64,-0.69
2012-07-08,8.70,-8.32
2012-07-01,9.49,0.96
2012-06-24,9.40,0.00
2012-06-17,9.40,-1.36
2012-06-10,9.53,1.71
2012-06-03,9.37,-2.29
2012-05-27,9.59,1.27
2012-05-20,9.47,1.18
2012-05-13,9.36,-3.60
2012-05-06,9.71,4.97
2012-04-29,9.25,-1.07
2012-04-22,9.35,-1.89
2012-04-15,9.53,1.28
2012-04-08,9.41,-0.95
2012-04-01,9.50,-5.66
2012-03-25,10.07,-2.23
2012-03-18,10.30,-8.28
2012-03-11,11.23,0.81
2012-03-04,11.14,-3.88
2012-02-26,11.59,8.83
2012-02-19,10.65,-3.18
2012-02-12,11.00,5.57
2012-02-05,10.42,0.10
2012-01-29,10.41,3.89
2012-01-22,10.02,2.35
2012-01-15,9.79,5.38
2012-01-08,9.29,3.34
2012-01-01,8.99,0.90
2011-12-25,8.91,-1.11
2011-12-18,9.01,6.88
2011-12-11,8.43,-3.10
2011-12-04,8.70,1.40
2011-11-27,8.58,13.49
2011-11-20,7.56,-2.20
2011-11-13,7.73,-11.56
2011-11-06,8.74,-2.13
2011-10-30,8.93,-5.00
2011-10-23,9.40,7.18
2011-10-16,8.77,5.16
2011-10-09,8.34,9.16
2011-10-02,7.64,-5.21
2011-09-25,8.06,-2.07
2011-09-18,8.23,-10.15
2011-09-11,9.16,4.69
2011-09-04,8.75,-4.68
2011-08-28,9.18,10.47
2011-08-21,8.31,2.21
2011-08-14,8.13,-2.52
2011-08-07,8.34,1.34
2011-07-31,8.23,-3.18
2011-07-24,8.50,-8.60
2011-07-17,9.30,1.53
2011-07-10,9.16,-7.94
2011-07-03,9.95,-5.87
2011-06-26,10.57,4.97
2011-06-19,10.07,-3.08
2011-06-12,10.39,6.13
2011-06-05,9.79,-3.83
2011-05-29,10.18,-0.29
2011-05-22,10.21,2.72
2011-05-15,9.94,-3.68
2011-05-08,10.32,-1.81
2011-05-01,10.51,1.64
2011-04-24,10.34,-0.39
2011-04-17,10.38,-1.05
2011-04-10,10.49,-2.05
2011-04-03,10.71,-4.88
2011-03-27,11.26,1.35
2011-03-20,11.11,2.59
2011-03-13,10.83,-0.64
2011-03-06,10.90,-2.59
2011-02-27,11.19,0.18
2011-02-20,11.17,-4.45
2011-02-13,11.69,6.76
2011-02-06,10.95,5.49
2011-01-30,10.38,-6.49
2011-01-23,11.10,-6.64
2011-01-16,11.89,-6.75
2011-01-09,12.75,2.91
2011-01-02,12.39,-3.05
2010-12-26,12.78,2.65
2010-12-19,12.45,1.80
2010-12-12,12.23,-2.86
2010-12-05,12.59,0.48
2010-11-28,12.53,-0.79
2010-11-21,12.63,-4.61
2010-11-14,13.24,-1.85
2010-11-07,13.49,-4.12
2010-10-31,14.07,5.08
2010-10-24,13.39,-0.37
2010-10-17,13.44,-2.68
2010-10-10,13.81,-0.29
2010-10-03,13.85,6.62
2010-09-26,12.99,6.83
2010-09-19,12.16,0.66
2010-09-12,12.08,1.26
2010-09-05,11.93,-1.89
2010-08-29,12.16,1.50
2010-08-22,11.98,-4.31
2010-08-15,12.52,1.38
2010-08-08,12.35,-1.91
2010-08-01,12.59,-1.79
2010-07-25,12.82,3.81
2010-07-18,12.35,9.39
2010-07-11,11.29,-1.66
2010-07-04,11.48,9.33
2010-06-27,10.50,-4.37
2010-06-20,10.98,-3.00
2010-06-13,11.32,3.19
2010-06-06,10.97,7.02
2010-05-30,10.25,-0.29
2010-05-23,10.28,-4.55
2010-05-16,10.77,-0.55
2010-05-09,10.83,5.66
2010-05-02,10.25,-6.31
2010-04-25,10.94,-1.17
2010-04-18,11.07,-1.77
2010-04-11,11.27,-5.05
2010-04-04,11.87,-2.06
2010-03-28,12.12,5.12
2010-03-21,11.53,-2.86
2010-03-14,11.87,1.37
2010-03-07,11.71,-1.35
2010-02-28,11.87,2.42
2010-02-21,11.59,-3.01
2010-02-14,11.95,0.67
2010-02-07,11.87,8.11
2010-01-31,10.98,-10.07
2010-01-24,12.21,3.83
2010-01-17,11.76,-5.24
2010-01-10,12.41,-2.36
2010-01-03,12.71,-1.85
