date,value,variation
2016-01-03,6.80,-2.68
2015-12-27,6.99,-3.42
2015-12-20,7.24,4.22
2015-12-13,6.94,0.69
2015-12-06,6.90,-1.05
2015-11-29,6.97,-10.00
2015-11-22,7.74,-2.59
2015-11-15,7.95,1.22
2015-11-08,7.85,-3.83
2015-11-01,8.17,11.54
2015-10-25,7.32,1.56
2015-10-18,7.21,1.19
2015-10-11,7.12,-10.28
2015-10-04,7.94,8.32
2015-09-27,7.33,0.41
2015-09-20,7.30,9.94
2015-09-13,6.64,4.08
2015-09-06,6.38,0.00
2015-08-30,6.38,-10.39
2015-08-23,7.12,1.14
2015-08-16,7.04,-4.74
2015-08-09,7.39,-6.10
2015-08-02,7.87,-5.64
2015-07-26,8.34,-1.07
2015-07-19,8.43,-5.28
2015-07-12,8.90,0.56
2015-07-05,8.85,-1.67
2015-06-28,9.00,-2.07
2015-06-21,9.19,-3.87
2015-06-14,9.56,-2.05
2015-06-07,9.76,1.88
2015-05-31,9.58,1.38
2015-05-24,9.45,-1.15
2015-05-17,9.56,-5.35
2015-05-10,10.10,-2.13
2015-05-03,10.32,0.00
2015-04-26,10.32,-4.80
2015-04-19,10.84,0.00
2015-04-12,10.84,-4.91
2015-04-05,11.40,3.92
2015-03-29,10.97,7.97
2015-03-22,10.16,-1.36
2015-03-15,10.30,5.97
2015-03-08,9.72,-2.02
2015-03-01,9.92,-3.22
2015-02-22,10.25,1.89
2015-02-15,10.06,0.70
2015-02-08,9.99,-3.38
2015-02-01,10.34,1.17
2015-01-25,10.22,-3.68
2015-01-18,10.61,0.57
2015-01-11,10.55,5.18
2015-01-04,10.03,-2.53
2014-12-28,10.29,-1.25
2014-12-21,10.42,-0.67
2014-12-14,10.49,9.61
2014-12-07,9.57,-6.45
2014-11-30,10.23,0.00
2014-11-23,10.23,-2.39
2014-11-16,10.48,9.85
2014-11-09,9.54,-6.01
2014-11-02,10.15,-2.78
2014-10-26,10.44,4.30
2014-10-19,10.01,-7.40
2014-10-12,10.81,-1.37
2014-10-05,10.96,6.82
2014-09-28,10.26,-3.57
2014-09-21,10.64,-1.85
2014-09-14,10.84,1.59
2014-09-07,10.67,-6.07
2014-08-31,11.36,-2.24
2014-08-24,11.62,0.52
2014-08-17,11.56,5.38
2014-08-10,10.97,2.05
2014-08-03,10.75,0.47
2014-07-27,10.70,-2.55
2014-07-20,10.98,0.83
2014-07-13,10.89,1.11
2014-07-06,10.77,0.37
2014-06-29,10.73,0.28
2014-06-22,10.70,-3.25
2014-06-15,11.06,2.98
2014-06-08,10.74,0.66
2014-06-01,10.67,2.69
2014-05-25,10.39,-0.48
2014-05-18,10.44,-4.04
2014-05-11,10.88,7.09
2014-05-04,10.16,3.67
2014-04-27,9.80,-2.29
2014-04-20,10.03,-1.08
2014-04-13,10.14,2.53
2014-04-06,9.89,1.75
2014-03-30,9.72,1.36
2014-03-23,9.59,4.81
2014-03-16,9.15,1.67
2014-03-09,9.00,2.86
2014-03-02,8.75,-3.31
2014-02-23,9.05,-3.21
2014-02-16,9.35,0.65
2014-02-09,9.29,4.03
2014-02-02,8.93,0.79
2014-01-26,8.86,-1.56
2014-01-19,9.00,-0.77
2014-01-12,9.07,-1.41
2014-01-05,9.20,-5.45
2013-12-29,9.73,1.04
2013-12-22,9.63,1.05
2013-12-15,9.53,1.71
2013-12-08,9.37,-1.88
2013-12-01,9.55,-2.75
2013-11-24,9.82,0.51
2013-11-17,9.77,0.41
2013-11-10,9.73,1.46
2013-11-03,9.59,-3.71
2013-10-27,9.96,-0.99
2013-10-20,10.06,0.70
2013-10-13,9.99,1.73
2013-10-06,9.82,6.74
2013-09-29,9.20,-2.65
2013-09-22,9.45,2.16
2013-09-15,9.25,0.76
2013-09-08,9.18,1.66
2013-09-01,9.03,3.44
2013-08-25,8.73,-2.24
2013-08-18,8.93,1.25
2013-08-11,8.82,-4.65
2013-08-04,9.25,3.58
2013-07-28,8.93,-1.33
2013-07-21,9.05,1.00
2013-07-14,8.96,3.11
2013-07-07,8.69,2.48
2013-06-30,8.48,-4.07
2013-06-23,8.84,6.12
2013-06-16,8.33,-4.58
2013-06-09,8.73,-2.68
2013-06-02,8.97,-2.61
2013-05-26,9.21,-6.69
2013-05-19,9.87,5.67
2013-05-12,9.34,-0.21
2013-05-05,9.36,0.86
2013-04-28,9.28,-0.96
2013-04-21,9.37,1.63
2013-04-14,9.22,2.33
2013-04-07,9.01,-4.66
2013-03-31,9.45,-1.66
2013-03-24,9.61,-1.33
2013-03-17,9.74,-0.31
2013-03-10,9.77,-0.31
2013-03-03,9.80,-1.80
2013-02-24,9.98,2.15
2013-02-17,9.77,-2.01
2013-02-10,9.97,0.10
2013-02-03,9.96,2.68
2013-01-27,9.70,0.31
2013-01-20,9.67,2.65
2013-01-13,9.42,-2.08
2013-01-06,9.62,-5.69
2012-12-30,10.20,2.62
2012-12-23,9.94,0.10
2012-12-16,9.93,1.33
2012-12-09,9.80,2.19
2012-12-02,9.59,1.80
2012-11-25,9.42,-1.26
2012-11-18,9.54,0.10
2012-11-11,9.53,1.17
2012-11-04,9.42,-2.59
2012-10-28,9.67,5.80
2012-10-21,9.14,-0.54
2012-10-14,9.19,-3.16
2012-10-07,9.49,1.17
2012-09-30,9.38,-0.42
2012-09-23,9.42,0.64
2012-09-16,9.36,-3.70
2012-09-09,9.72,3.74
2012-09-02,9.37,-1.06
2012-08-26,9.47,-2.67
2012-08-19,9.73,6.92
2012-08-12,9.10,1.22
2012-08-05,8.99,-1.86
2012-07-29,9.16,1.78
2012-07-22,9.00,9.76
2012-07-15,8.20,7.33
2012-07-08,7.64,-5.33
2012-07-01,8.07,0.75
2012-06-24,8.01,1.26
2012-06-17,7.91,-2.94
2012-06-10,8.15,2.64
2012-06-03,7.94,-2.93
2012-05-27,8.18,4.20
2012-05-20,7.85,-1.26
2012-05-13,7.95,-3.40
2012-05-06,8.23,-2.49
2012-04-29,8.44,-1.17
2012-04-22,8.54,-3.50
2012-04-15,8.85,6.24
2012-04-08,8.33,-7.34
2012-04-01,8.99,1.81
2012-03-25,8.83,4.00
2012-03-18,8.49,-5.35
2012-03-11,8.97,1.70
2012-03-04,8.82,2.80
2012-02-26,8.58,0.70
2012-02-19,8.52,3.40
2012-02-12,8.24,4.83
2012-02-05,7.86,1.81
2012-01-29,7.72,4.04
2012-01-22,7.42,0.95
2012-01-15,7.35,9.54
2012-01-08,6.71,-1.61
2012-01-01,6.82,1.94
2011-12-25,6.69,-1.47
2011-12-18,6.79,-3.14
2011-12-11,7.01,-2.37
2011-12-04,7.18,2.28
2011-11-27,7.02,4.31
2011-11-20,6.73,0.60
2011-11-13,6.69,1.83
2011-11-06,6.57,-1.05
2011-10-30,6.64,-3.49
2011-10-23,6.88,-0.29
2011-10-16,6.90,1.92
2011-10-09,6.77,1.04
2011-10-02,6.70,3.24
2011-09-25,6.49,-0.61
2011-09-18,6.53,-6.71
2011-09-11,7.00,-4.63
2011-09-04,7.34,1.24
2011-08-28,7.25,14.35
2011-08-21,6.34,0.79
2011-08-14,6.29,0.48
2011-08-07,6.26,2.12
2011-07-31,6.13,-6.55
2011-07-24,6.56,-4.79
2011-07-17,6.89,4.24
2011-07-10,6.61,-5.03
2011-07-03,6.96,-5.18
2011-06-26,7.34,5.31
2011-06-19,6.97,1.31
2011-06-12,6.88,-4.18
2011-06-05,7.18,3.91
2011-05-29,6.91,-2.40
2011-05-22,7.08,8.42
2011-05-15,6.53,-9.56
2011-05-08,7.22,0.98
2011-05-01,7.15,2.29
2011-04-24,6.99,0.87
2011-04-17,6.93,3.43
2011-04-10,6.70,-2.76
2011-04-03,6.89,-2.27
2011-03-27,7.05,9.64
2011-03-20,6.43,4.55
2011-03-13,6.15,0.16
2011-03-06,6.14,0.16
2011-02-27,6.13,4.97
2011-02-20,5.84,-10.02
2011-02-13,6.49,7.27
2011-02-06,6.05,-3.04
2011-01-30,6.24,-0.16
2011-01-23,6.25,-11.72
2011-01-16,7.08,-3.01
2011-01-09,7.30,1.96
2011-01-02,7.16,3.32
2010-12-26,6.93,2.67
2010-12-19,6.75,7.48
2010-12-12,6.28,-10.67
2010-12-05,7.03,-3.83
2010-11-28,7.31,1.53
2010-11-21,7.20,1.27
2010-11-14,7.11,0.71
2010-11-07,7.06,-5.11
2010-10-31,7.44,2.62
2010-10-24,7.25,-4.73
2010-10-17,7.61,-3.91
2010-10-10,7.92,3.53
2010-10-03,7.65,1.06
2010-09-26,7.57,13.32
2010-09-19,6.68,-1.47
2010-09-12,6.78,6.44
2010-09-05,6.37,3.92
2010-08-29,6.13,-0.49
2010-08-22,6.16,-5.52
2010-08-15,6.52,8.49
2010-08-08,6.01,-5.21
2010-08-01,6.34,1.44
2010-07-25,6.25,1.30
2010-07-18,6.17,3.01
2010-07-11,5.99,3.63
2010-07-04,5.78,2.66
2010-06-27,5.63,3.11
2010-06-20,5.46,0.18
2010-06-13,5.45,10.32
2010-06-06,4.94,2.70
2010-05-30,4.81,-0.82
2010-05-23,4.85,1.04
2010-05-16,4.80,-2.04
2010-05-09,4.90,4.48
2010-05-02,4.69,-6.01
2010-04-25,4.99,2.04
2010-04-18,4.89,-1.01
2010-04-11,4.94,4.44
2010-04-04,4.73,-0.84
2010-03-28,4.77,-2.05
2010-03-21,4.87,-2.21
2010-03-14,4.98,-0.80
2010-03-07,5.02,0.60
2010-02-28,4.99,-0.80
2010-02-21,5.03,-3.27
2010-02-14,5.20,0.00
2010-02-07,5.20,8.56
2010-01-31,4.79,-4.96
2010-01-24,5.04,-2.70
2010-01-17,5.18,-4.78
2010-01-10,5.44,3.42
2010-01-03,5.26,6.69
