date,value,variation
2012-09-30,142.26,-5.09
2012-09-23,149.89,-2.26
2012-09-16,153.36,-1.78
2012-09-09,156.14,-6.87
2012-09-02,167.66,-4.12
2012-08-26,174.87,6.24
2012-08-19,164.60,1.37
2012-08-12,162.38,0.66
2012-08-05,161.32,3.01
2012-07-29,156.60,-4.11
2012-07-22,163.31,13.84
2012-07-15,143.46,3.85
2012-07-08,138.14,-3.36
2012-07-01,142.95,0.32
2012-06-24,142.49,-6.81
2012-06-17,152.90,-5.52
2012-06-10,161.83,2.91
2012-06-03,157.25,2.08
2012-05-27,154.05,-6.60
2012-05-20,164.93,-5.35
2012-05-13,174.26,-15.23
2012-05-06,205.57,4.37
2012-04-29,196.97,0.83
2012-04-22,195.34,5.42
2012-04-15,185.29,-2.97
2012-04-08,190.96,8.45
2012-04-01,176.08,-2.20
2012-03-25,180.04,-1.42
2012-03-18,182.63,-4.93
2012-03-11,192.10,-1.00
2012-03-04,194.04,5.81
2012-02-26,183.39,-1.11
2012-02-19,185.44,1.48
2012-02-12,182.74,0.71
2012-02-05,181.45,0.40
2012-01-29,180.73,-0.40
2012-01-22,181.45,-2.63
2012-01-15,186.36,0.99
2012-01-08,184.53,-1.82
2012-01-01,187.95,6.23
2011-12-25,176.92,-0.30
2011-12-18,177.45,8.34
2011-12-11,163.79,-2.49
2011-12-04,167.98,4.25
2011-11-27,161.13,3.55
2011-11-20,155.61,2.50
2011-11-13,151.81,-0.25
2011-11-06,152.19,4.58
2011-10-30,145.53,3.37
2011-10-23,140.78,4.29
2011-10-16,134.99,-0.95
2011-10-09,136.29,3.80
2011-10-02,131.30,-3.14
2011-09-25,135.56,0.08
2011-09-18,135.45,-6.31
2011-09-11,144.58,-1.51
2011-09-04,146.79,2.91
2011-08-28,142.64,1.62
2011-08-21,140.36,4.21
2011-08-14,134.69,-0.98
2011-08-07,136.02,7.68
2011-07-31,126.32,-10.97
2011-07-24,141.88,0.22
2011-07-17,141.57,6.31
2011-07-10,133.17,-8.61
2011-07-03,145.72,-3.04
2011-06-26,150.29,3.68
2011-06-19,144.96,-5.69
2011-06-12,153.71,0.00
2011-06-05,153.71,-5.61
2011-05-29,162.84,9.32
2011-05-22,148.96,0.38
2011-05-15,148.39,0.26
2011-05-08,148.01,1.04
2011-05-01,146.48,3.55
2011-04-24,141.46,-2.67
2011-04-17,145.34,-1.78
2011-04-10,147.97,-2.41
2011-04-03,151.62,-0.10
2011-03-27,151.77,-0.03
2011-03-20,151.81,1.52
2011-03-13,149.53,7.70
2011-03-06,138.84,-4.97
2011-02-27,146.10,10.34
2011-02-20,132.41,3.12
2011-02-13,128.41,2.27
2011-02-06,125.56,13.83
2011-01-30,110.30,4.32
2011-01-23,105.73,-2.16
2011-01-16,108.06,-2.53
2011-01-09,110.87,6.93
2011-01-02,103.68,3.45
2010-12-26,100.22,2.10
2010-12-19,98.16,0.04
2010-12-12,98.12,-6.39
2010-12-05,104.82,2.41
2010-11-28,102.35,-2.14
2010-11-21,104.59,-2.34
2010-11-14,107.10,0.50
2010-11-07,106.57,-3.55
2010-10-31,110.49,2.29
2010-10-24,108.02,-5.01
2010-10-17,113.72,0.64
2010-10-10,113.00,0.04
2010-10-03,112.96,5.54
2010-09-26,107.03,-0.42
2010-09-19,107.48,-2.52
2010-09-12,110.26,0.27
2010-09-05,109.96,1.95
2010-08-29,107.86,2.71
2010-08-22,105.01,4.94
2010-08-15,100.07,9.59
2010-08-08,91.31,6.61
2010-08-01,85.65,8.23
2010-07-25,79.14,-0.72
2010-07-18,79.71,2.69
2010-07-11,77.62,-3.54
2010-07-04,80.47,4.96
2010-06-27,76.67,-5.83
2010-06-20,81.42,-0.92
2010-06-13,82.18,2.61
2010-06-06,80.09,0.00
2010-05-30,80.09,1.93
2010-05-23,78.57,15.75
2010-05-16,67.88,-14.48
2010-05-09,79.37,-1.37
2010-05-02,80.47,-1.58
2010-04-25,81.76,-3.02
2010-04-18,84.31,-4.69
2010-04-11,88.46,2.92
2010-04-04,85.95,-2.63
2010-03-28,88.27,-4.34
2010-03-21,92.27,0.59
2010-03-14,91.73,-7.27
2010-03-07,98.92,-0.42
2010-02-28,99.34,-3.12
2010-02-21,102.54,4.66
2010-02-14,97.97,4.88
2010-02-07,93.41,-0.20
2010-01-31,93.60,6.73
2010-01-24,87.70,3.13
2010-01-17,85.04,-6.48
2010-01-10,90.93,-0.67
2010-01-03,91.54,6.93
